group_id,method,group_size,suggested_action,drive_id,filename,size,duration_ms,width,height,md5,pixel_hash,thumb_path
VG0030,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1kTxB8jyesiKYpFmyQvqkp0F5sRQv0Xif,57 - Feed (ingles)__DAGYkqnAJdQ.mp4,612538,9499,1080,1080,cb1b679ee59e1681e50b4ccdffa89ac8,d77d615d65d0d615e2f96b6386876afb3813b70f650d6361627e12a84aa1cdda,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/50507cb256f8311d.jpg
VG0030,MD5,2,KEEP,1esgM209gTPo_5Pa7RBM_xpw_UqGRtRRQ,57 - Feed ingles__DAGYkqnAJdQ.mp4,612538,9499,1080,1080,cb1b679ee59e1681e50b4ccdffa89ac8,183ab55784de322f908ac92e8218f676b2b56bf713d15c95f0ff76f9d445098b,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/48aa8ee1df2bf79f.jpg
VG0031,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1cSTKNHB71Y1JkMHxwqnBP2NVt7FdXMAN,57- Story (Ingles) +2 RM GP Story há 11 meses.mp4,493442,10999,1080,1920,ba4bbff5624b3a8ff8c77db6805587ac,8b3a737f786006696710487bf675a506a9c3a92e8da6c5573f29435689f54c05,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/e34e929430e33471.jpg
VG0031,VISUAL_META,2,KEEP,1kOA-vtS582OBD5j24q2bYsLoiIInpMWN,57- Story (Ingles)__DAGqMx5rY6Q.mp4,493442,10999,1080,1920,82c18927fb6b677dbbca00e7f1b064b2,8b3a737f786006696710487bf675a506a9c3a92e8da6c5573f29435689f54c05,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/d5e5af49b5ba010f.jpg
VG0032,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1ayJXOsGGG2mBFAt9ESxKwD7q3NRCChml,58 - Story (Ingles) +2 RM GP Story há 11 meses.mp4,423936,10999,1080,1920,1259fe58012af816914b4345a2fc4d5d,547f59397fb84043873246c654af2b65b45f04ce720bde38dca0ef727ce7e604,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/60675c5c4588a9b2.jpg
VG0032,VISUAL_META,2,KEEP,1_yFLOGmgz8IUbXSR3uheSgA97ZMlsDUz,58 - Story (Ingles)__DAGqMyannuA.mp4,423936,10999,1080,1920,34c804a9aa69f4b03643f0b436b5aa11,547f59397fb84043873246c654af2b65b45f04ce720bde38dca0ef727ce7e604,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/f8155ad3fd01c8c4.jpg
VG0033,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1amuu7vB0LwlvdTrF882QJ3c9B4CoME1d,60 - Feed (ingles)__DAGYnaVyb1s.mp4,2227031,9499,1080,1080,74b47ff61a51239d41ce59928bc8da9b,2be32a994317914a2b98cd2230a93caad601f5c7503235fe93f434cbdcd6c6eb,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/eb445eded83f7d33.jpg
VG0033,MD5,2,KEEP,13v7rCzmtI3MtIeQYrI7ADU7OTkgzI8IU,60 - Feed ingles__DAGYnaVyb1s.mp4,2227031,9499,1080,1080,74b47ff61a51239d41ce59928bc8da9b,2be32a994317914a2b98cd2230a93caad601f5c7503235fe93f434cbdcd6c6eb,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/0c7307b172620300.jpg
VG0034,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1_SEwXa4pph01nZXY2uQeUDOABkIH3gqH,61 - Feed (ingles)__DAGYn9aN33U.mp4,2303956,10699,1080,1080,9f1fa92e6ea7d640cb98fa3710ba28f0,9c5b99db3154c51b125dc5b287ac2ac451b957d5697657890670dfb3c034553a,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/3af6cbb0c7b7b00f.jpg
VG0034,MD5,2,KEEP,1eEm-p5j1FnKMO8Zv5biiki8f-1iMlRCp,61 - Feed ingles__DAGYn9aN33U.mp4,2303956,10699,1080,1080,9f1fa92e6ea7d640cb98fa3710ba28f0,9c5b99db3154c51b125dc5b287ac2ac451b957d5697657890670dfb3c034553a,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/e8d87179469829fd.jpg
VG0035,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,19FKz-Ci1zeTUEBWEasbmiNKo0Vt2OF7M,61- Story (ingles) +2 RM GP Story há 1 ano.mp4,1186000,17399,1080,1920,f8cbbbd1cfb0beb9ce1d896642a1404c,e40dfc9bbe9d7ac7a37727015dfc50201e44be9f03a928e571d687da3b0b722e,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/2de6e15a0ffc54fb.jpg
VG0035,VISUAL_META,2,KEEP,1h_rGdEnp6dopfbfW4N-ygSKZMU4pOa41,61- Story ingles__DAGeNM2-p_M.mp4,1186000,17399,1080,1920,9647694fdfbe5d859d62d38c2fe0e319,e40dfc9bbe9d7ac7a37727015dfc50201e44be9f03a928e571d687da3b0b722e,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/e8c730843806e3e7.jpg
VG0036,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1QMWdNXz6Okc5WnDQXrvBjoCxqGcBsUmx,62 - Feed (ingles)__DAGYnxX1V48.mp4,1084927,14999,1080,1080,b56541c3e79ea427fb0da11bd9e85ffe,10f72245af2b1470602bb3d939c20f5c16ed51c652a959962a77015c835a9ffb,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/ca6f5c5cef764e0d.jpg
VG0036,MD5,2,KEEP,1WEJYtrBham-qw-JvtY2RE43cI1MkiZca,62 - Feed ingles__DAGYnxX1V48.mp4,1084927,14999,1080,1080,b56541c3e79ea427fb0da11bd9e85ffe,fa2b602e816df851241a720e441fa73a94b33a061126c99e24bf6d558b4e945e,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/14d49f2167ba4856.jpg
VG0037,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1tgTb3RoUpTBVun_zoS9z_gguwPsF_Cl2,63 - Feed (ingles)__DAGZG2OCLkw.mp4,2209415,13999,1080,1080,e6693dd5c227d87f469a499fc1272b36,05f3abce74aafc08a4e8831543d6257d64cf6268a2fdeca1819ac382dacd2c47,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/1c1e17e35856d042.jpg
VG0037,MD5,2,KEEP,1ke4rc3g0GjpysF8sLa_Tu6Amnarap0GF,63 - Feed ingles__DAGZG2OCLkw.mp4,2209415,13999,1080,1080,e6693dd5c227d87f469a499fc1272b36,05f3abce74aafc08a4e8831543d6257d64cf6268a2fdeca1819ac382dacd2c47,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/cbba9e26a779f94f.jpg
VG0038,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1AIsheQER2Po0-iMZebeqzjv8mxiiqVMu,64 - Feed (ingles)__DAGZHGJNo2E.mp4,2090509,13999,1080,1080,e7417be21dcb2690c9aaef23fbb3cdea,309279db66ed1d7f2cf3f92187ff808f4c2f5f9f04461260939e92c214dbc8e0,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/f8d30a92d4cc578d.jpg
VG0038,MD5,2,KEEP,19iwBqUU0lfvwHNhQRHpmEanj8ios5-mf,64 - Feed ingles__DAGZHGJNo2E.mp4,2090509,13999,1080,1080,e7417be21dcb2690c9aaef23fbb3cdea,309279db66ed1d7f2cf3f92187ff808f4c2f5f9f04461260939e92c214dbc8e0,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/ef029749b53b91e9.jpg
VG0039,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1P0PTQNOW2nsHbtzY_zVhMEdC77V1nr_L,65 - Feed (ingles)__DAGZHG8ddGc.mp4,2275912,13566,1080,1080,d3b7490ff1e87c94af02b36c0cbc5da9,5debf7263c6bbbc41d7cecd65efd0706e75146dde6d0c1b66d6d8e8e611fa597,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/14019905604b86d4.jpg
VG0039,MD5,2,KEEP,1_zdUj6lLx1AUCe_d46D8d5_wX20dKkZc,65 - Feed ingles__DAGZHG8ddGc.mp4,2275912,13566,1080,1080,d3b7490ff1e87c94af02b36c0cbc5da9,e56d832c97fc9f79e73bebe5a408723b6af7eb5b35103804835c994c528b5c56,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/0f9df64674d6630a.jpg
VG0040,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1G6AG1pXRKG8UeHqmIO_OLLoC0idY8wAN,65 - Story (ingles) +2 RM GP Story há 1 ano.mp4,2364860,13533,1080,1920,03d583604dc97147a52f5c183753b802,eb58d229de2877b8244af61dfc407485d649a8720ac3e9fd86033d011daffdb4,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/9a28aea8fbff3bf7.jpg
VG0040,VISUAL_META,2,KEEP,1Gs1HbvOldd1mr83M1hG0lTqGUSOrgaPt,65 - Story (ingles)__DAGZHD_o3RU.mp4,2364860,13533,1080,1920,40f4a20fda103a12a2b23b5d61f8787c,eb58d229de2877b8244af61dfc407485d649a8720ac3e9fd86033d011daffdb4,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/e32a497948c21b1d.jpg
VG0041,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,15IBMWOXGk84mi79WF3wv3f8bl-uAwuV1,66 - Story (ingles) +2 RM GP Story há 1 ano.mp4,2063800,13999,1080,1920,8276f3049e99f19219e5d27c6d70a77e,2fb4996f17f3681a17d77aa5ff8f17376716d58bfd9302976863be8374669f39,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/423002f4dfbdc65f.jpg
VG0041,VISUAL_META,2,KEEP,1f-CWjSXcsD21jX7e1yMP6nLPJZAv2RG1,66 - Story ingles__DAGZIXg5yTM.mp4,2063800,13999,1080,1920,09298644003aaf1afd5019ce0db3959d,2fb4996f17f3681a17d77aa5ff8f17376716d58bfd9302976863be8374669f39,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/a48032e32f1244f9.jpg
VG0042,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,11bv4pocVKPvIB72g3ifkvdKKiD7Thcya,67 - Feed (ingles)__DAGZIcg6wXY.mp4,1648666,13999,1080,1080,3d9621b5dbaf7ec60082c3086063ca9c,5984a6ef1b78438596da923d514566d634682a2a22e5f07cc7150d8c40bc865f,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/dd7f66c0816f2aa9.jpg
VG0042,MD5,2,KEEP,13cS6mvZp7fhtuW2JCY-loXou_OA6BoXa,67 - Feed ingles__DAGZIcg6wXY.mp4,1648666,13999,1080,1080,3d9621b5dbaf7ec60082c3086063ca9c,6b2d512b6b5194c1a3ec3f90321bd6922d320869559b7c329fca8d313d1c8663,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/03e401d0e10ca93c.jpg
VG0043,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1ERZCf-BAvO4TMfc6aDCQ_tTjoU0HLORV,67 - Story (ingles) +2 RM GP Story há 1 ano.mp4,2040706,13999,1080,1920,1dd157a946afd3b1470fbffcd6d6f217,dcf53f7e417147a7b655a86e0f73b9283a4149c069df94151a635bc6a8d3bb95,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/ef26316ca9546838.jpg
VG0043,VISUAL_META,2,KEEP,1sLZ8WlCMM1Xm6jgOQkp5GnE1_FsKOu0I,67 - Story ingles__DAGZIQB28SE.mp4,2040706,13999,1080,1920,bfb498cbfcd06dde51db5d56f5d3638f,dcf53f7e417147a7b655a86e0f73b9283a4149c069df94151a635bc6a8d3bb95,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/ff7f9ad20d4c1766.jpg
VG0044,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1lRfXHsYlgp5JrN1EAuXLOkjnOWjcdp_H,68 - Feed (ingles)__DAGZJJPn4O8.mp4,1367224,13999,1080,1080,bed167a788d8861a50c32a3843996d69,7a1e9a49f5048cf88a4cf267e778f18a8d938790b7dfd8392c01e2d2347fb417,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/d1596f65431163f2.jpg
VG0044,MD5,2,KEEP,1XBqJpubJeaG79fYFUJ3pvaMkalVy_0by,68 - Feed ingles__DAGZJJPn4O8.mp4,1367224,13999,1080,1080,bed167a788d8861a50c32a3843996d69,012b1654d7775f5a944c4a3a0c1bc9d090ce760b9a09783569e6737dd2118090,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/8a75a750151bd99f.jpg
VG0045,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,11fLI9z7wLre8nwnS3cHddPTn9uqoak5r,69 - Feed (ingles)__DAGZJA4c4Fo.mp4,1395240,13999,1080,1080,65bcd9e9901e279e48f29d3c485797c8,291dec3dd9349f2be1baa6c1b1e9c6058ac0c6d388cec28987bfffd8cc051d98,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/1cc2985e1cd138a2.jpg
VG0045,MD5,2,KEEP,1Hhm7XgsSMbqL9Xt6HSSqPnRA7cUwoEKM,69 - Feed ingles__DAGZJA4c4Fo.mp4,1395240,13999,1080,1080,65bcd9e9901e279e48f29d3c485797c8,272760aa6b5529a8c1103c41a91ca3ae517256540d15a473c4531f0fe012c44c,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/f28012331a004b43.jpg
VG0046,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1d9HB04QsaxF2ZLPKX74jw3KyXManLijC,69 - Story (ingles) +2 RM GP Story há 1 ano.mp4,2736324,13999,1080,1920,fc663d72d13ca227369c156b25694ae0,27e3fcf2e0309eba17773653a30e4e420ad45e5bdb50a3a4df94d6da630efeb0,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/58560a6d6b601435.jpg
VG0046,VISUAL_META,2,KEEP,1l9WTH9uNPue4KlqpbLFrfUVP87MeZWUo,69 - Story (ingles)__DAGZJGICBGc.mp4,2736324,13999,1080,1920,b1908429fa7156c054a1ab764b438e57,27e3fcf2e0309eba17773653a30e4e420ad45e5bdb50a3a4df94d6da630efeb0,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/2a199e0a11abe9f9.jpg
VG0047,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1KxvSJe2mtPYb9d0_CGdwArZs0HWZLbvV,70 - Feed (ingles)__DAGeNEtb24g.mp4,1061506,17599,1080,1080,0caaf24fcb6493744cd28816bc3e6430,b1ffb11d708be0931d0588c865035c00160afce2697e81e1ca6f61988a2131db,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/77947a9505cc2bb2.jpg
VG0047,MD5,2,KEEP,1DHgkz-1LyDBpNnt3V4LtSF7g2Cm0Iucj,70 - Feed ingles__DAGeNEtb24g.mp4,1061506,17599,1080,1080,0caaf24fcb6493744cd28816bc3e6430,67107bc33635f4ad4c9acb3bc726440cbe4656ba7289bdb6bdc264b68b0ac348,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/b48682aa6b2d21cd.jpg
VG0048,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1QnmI8mha_Lam-xk8htMYY_ivsJ_0izYJ,70 - Feed (ingles)__DAGZJITdgvg.mp4,1701292,13499,1080,1080,2276008ce56b6e8b7c431c8fbc887f78,e3236b0f1af2b02749345e52530b7efeb6c075848c614e65fc3549f6c7cc3678,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/65535a0c0774ccaf.jpg
VG0048,MD5,2,KEEP,1dRV3-9Vz_Lj4dTp5i1lFTTcUpsvcjLVJ,70 - Feed ingles__DAGZJITdgvg.mp4,1701292,13499,1080,1080,2276008ce56b6e8b7c431c8fbc887f78,e3236b0f1af2b02749345e52530b7efeb6c075848c614e65fc3549f6c7cc3678,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/237849f02e583721.jpg
VG0049,VISUAL_META,2,KEEP,1pX8R6S3I07WNznVwFyW724qF9OUOrAyt,70 - Story (Ingles) +2 RM GP Story há 7 meses.mp4,1475487,10999,1080,1920,3d194b0071e00ed4609e41095828bab3,dadb10a0e813c8139a3de4fa5c74043c9270245ccc6e53a59cf2f40513a30bdb,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/3bb60a7ad86189fe.jpg
VG0049,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1HUy-tfrj-ulwmh8_21FZ3nu34-h5t7D2,Copy of 70 - Story (Ingles) +2 RM GP Story há 7 meses.mp4,1475487,10999,1080,1920,3374d4abbde187092bb97955169786df,dadb10a0e813c8139a3de4fa5c74043c9270245ccc6e53a59cf2f40513a30bdb,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/28f36837fcf044b6.jpg
VG0050,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1mW5-V9cHbuStmOXSrYQY8IKs7SXXLvWv,71 - Story (Ingles) +2 RM GP Story há 7 meses.mp4,1441307,10999,1080,1920,b109d5ad51ad11dab7c28c52d1912238,19339d77fefe02d412fac092d15846b0f20a4b337a0de8a6d9eda04fd381c28e,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/cfd67e6579f6759d.jpg
VG0050,VISUAL_META,2,KEEP,1svharbl1yhmSlA09F7keUmvUKaL73SKY,71 - Story Ingles__DAG1uXrgn4U.mp4,1441307,10999,1080,1920,0906e25dcf6ec91338ae2c68deef0863,19339d77fefe02d412fac092d15846b0f20a4b337a0de8a6d9eda04fd381c28e,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/ee08687ba65ba80c.jpg
VG0051,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1ZTC7kfs6sx7oX3l8QCXHAAFQB5v0QfJZ,77 - Story (ingles) +2 RM GP Story há 1 ano.mp4,264030,8999,1080,1920,2da65a32db157afd4900b831b30cb132,812b6b81c509f3963f868925f6ffe312fbb1f2c2165b5f7f9366f56faf80b127,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/dbb4610e80f840d4.jpg
VG0051,VISUAL_META,2,KEEP,1B2MK8RCKInW37LqpbPSefMxqgaYVP3RA,77 - Story (ingles)__DAGepJBKv-o.mp4,264030,8999,1080,1920,77e287756dc9794d98f1d722c3ef4f6a,812b6b81c509f3963f868925f6ffe312fbb1f2c2165b5f7f9366f56faf80b127,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/aec7ee4e5d05c0ba.jpg
VG0052,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1174FcrhCL9Zr8ZT3PNLn7QA48H5-hcI1,80 - Feed (Ingles)__DAG5JwoGOq8.mp4,1684990,15033,1080,1080,3db0edcbc552201a21e644698a31136b,2564550f0831d80abc12048697cb4393222163c6b875767458f9d0b8d06dfcde,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/537970436dd1faf9.jpg
VG0052,MD5,2,KEEP,1NuTZTpvZmhzjBuKOvYcHCig9Pzm4mtda,80 - Feed Ingles__DAG5JwoGOq8.mp4,1684990,15033,1080,1080,3db0edcbc552201a21e644698a31136b,d3f82ae8ad6688788ee5e478d6980b952974564616bfdb28364c434227c509be,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/067a8b873246dfcc.jpg
VG0053,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1HGDW_LLt2OcROVKB2tpGPF7zapAaCUqa,81 - Story (Ingles) +2 RM GP Story há 6 meses.mp4,593084,10999,1080,1920,ec58315fc87df3032aa9d0b833929222,c6ab1b36dcad1397f7b205131b7c17d54746d421b0709e0e160060fd3fb04996,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/0e533ff02ae24367.jpg
VG0053,VISUAL_META,2,KEEP,1_NslAGnSsm_1wkYB3988PSrowiZ446MI,81 - Story (Ingles)__DAG5KKLvJgQ.mp4,593084,10999,1080,1920,0d67a7f13c857d21053737ba4061e76d,c6ab1b36dcad1397f7b205131b7c17d54746d421b0709e0e160060fd3fb04996,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/4dd08e27bcc14c69.jpg
