source_drive_id,source_relative_path,current_filename,reason
1HVBbQ2_0FFO0kduPno2IYlKu1nwBjepK,UPLOAD_CANVAS/cartao de credito/videos/stories/93 - IA - Story Ingles__DAHGTJXGAwY.mp4,93 - IA - Story Ingles__DAHGTJXGAwY.mp4,NONCANONICAL_RAW
11kQC_rkO7alB2pQtQF_T2pOLajUPD_9v,UPLOAD_CANVAS/cartao de credito/videos/stories/94 - Story Ingles.mp4,94 - Story Ingles.mp4,NONCANONICAL_RAW
1PztoPObxReYOPKwPUuQJRKMw925ByJgv,UPLOAD_CANVAS/cartao de credito/videos/stories/95 - Story Ingles.mp4,95 - Story Ingles.mp4,NONCANONICAL_RAW
1B6Ked4Nx-xv_F1qF7zml1KpMqWoD_GcH,UPLOAD_CANVAS/cartao de credito/videos/stories/96 - Story Ingles.mp4,96 - Story Ingles.mp4,NONCANONICAL_RAW
1A8qBvVHoCkDDVd6Cl5jEJH_T7iwRchbQ,UPLOAD_CANVAS/cartao de credito/videos/stories/97 - Story Ingles.mp4,97 - Story Ingles.mp4,NONCANONICAL_RAW
17x3EqTw9aRkwakjlHGTiCan_Kp_jndlZ,UPLOAD_CANVAS/cartao de credito/videos/stories/99 - Story Ingles__DAGjr7uz9QM.mp4,99 - Story Ingles__DAGjr7uz9QM.mp4,NONCANONICAL_RAW
1-r2cplgTRgMD3lhwl1JzOr0OoEJSc4ev,UPLOAD_CANVAS/cartao de credito/videos/stories/100 - Story espanhol__DAHAghYug_c.mp4,100 - Story espanhol__DAHAghYug_c.mp4,NONCANONICAL_RAW
1ily-OaFFxV_mwyLeykXQ85fIKJtLQols,UPLOAD_CANVAS/cartao de credito/videos/stories/100 - Story Ingles__DAGjr4wr9kQ.mp4,100 - Story Ingles__DAGjr4wr9kQ.mp4,NONCANONICAL_RAW
1ZvTSVraqnFtNz4dKCNAYeykESxezJ-HB,UPLOAD_CANVAS/cartao de credito/videos/stories/101 - Story espanhol__DAHAgX6DO30.mp4,101 - Story espanhol__DAHAgX6DO30.mp4,NONCANONICAL_RAW
1b3MtKqeagXWwEBppDAR9tOE3CfmwS0Az,UPLOAD_CANVAS/cartao de credito/videos/stories/102 - IA - Story Ingles__DAHGfUOFLKw.mp4,102 - IA - Story Ingles__DAHGfUOFLKw.mp4,NONCANONICAL_RAW
1fydIMm8TVib8ApbNLThMAmj3acxZb6Aw,UPLOAD_CANVAS/cartao de credito/videos/stories/104 - Story espanhol__DAHDPArccfs.mp4,104 - Story espanhol__DAHDPArccfs.mp4,NONCANONICAL_RAW
1x8ivCKokm-QYRM8o6p4GwaiV2vkXwzx5,UPLOAD_CANVAS/cartao de credito/videos/stories/174 - IA - Story Ingles__DAHEvqADsdo.mp4,174 - IA - Story Ingles__DAHEvqADsdo.mp4,NONCANONICAL_RAW
1IwhDOs3fZxFdvTj2BkXGwEdqwM84TSkM,UPLOAD_CANVAS/cartao de credito/videos/stories/BACKUP - ALEMANHA.mp4,BACKUP - ALEMANHA.mp4,NONCANONICAL_RAW
1VgjPQbisrxgkVYdf4OWYzb2n6_sQJcwt,UPLOAD_CANVAS/cartao de credito/videos/stories/Copia de 25 - IA - Story Ingles__DAHFSlgUNtU.mp4,Copia de 25 - IA - Story Ingles__DAHFSlgUNtU.mp4,NONCANONICAL_RAW
1JoJa3lf94yPwjt6FN5ZIJ1oqi5Phrf8B,UPLOAD_CANVAS/cartao de credito/videos/stories/Cópia de 61 - Story (Ingles)__DAGqPv0xn_w.mp4,Cópia de 61 - Story (Ingles)__DAGqPv0xn_w.mp4,NONCANONICAL_RAW
17y0yH1c3gielpMixBRSuxyaIB2CtYxV7,UPLOAD_CANVAS/cartao de credito/videos/stories/Copia de 101 - Story espanhol__DAHAglCgVNA.mp4,Copia de 101 - Story espanhol__DAHAglCgVNA.mp4,NONCANONICAL_RAW
14AoY8Od6Z2ojcI7A7ITy681315nJJCLg,UPLOAD_CANVAS/cartao de credito/videos/stories/Copy of 72 - Story (Ingles) +2 RM GP Story há 7 meses.mp4,Copy of 72 - Story (Ingles) +2 RM GP Story há 7 meses.mp4,NONCANONICAL_RAW
1KNqqFauYnLMW3eOklZson2hwKcEM1ism,UPLOAD_CANVAS/cartao de credito/videos/stories/Criativo 2 - Xyvlov - Storie - 1.mp4,Criativo 2 - Xyvlov - Storie - 1.mp4,NONCANONICAL_RAW
1Qhu8IaXD9866y1QKfxfx7QUY9zeLLSGS,UPLOAD_CANVAS/cartao de credito/videos/stories/Criativo 2 - Xyvlov - Storie - 2.mp4,Criativo 2 - Xyvlov - Storie - 2.mp4,NONCANONICAL_RAW
1RzyRkE6MV6aeUaKD836WpC25I39J5IZF,UPLOAD_CANVAS/cartao de credito/videos/stories/Criativo 2 - Xyvlov - Storie - 3.mp4,Criativo 2 - Xyvlov - Storie - 3.mp4,NONCANONICAL_RAW
1TxO5PKCVBCnpAuFohauh-eYQBaX0vk24,UPLOAD_CANVAS/cartao de credito/videos/stories/en-03-criativoantigo-stories.mp4,en-03-criativoantigo-stories.mp4,NONCANONICAL_RAW
13XY2su8PWQgmD4TXOawSqxWpKNx2eJYO,UPLOAD_CANVAS/cartao de credito/videos/unknown/2.mp4,2.mp4,NONCANONICAL_RAW;PLACEMENT_REVIEW
1Cf2piB3amZ99Y9-yYYh9rwVyqGsIdxK7,UPLOAD_CANVAS/cartao de credito/videos/unknown/22 - IA - Story Espanhol__DAHGZFOHui4.mp4,22 - IA - Story Espanhol__DAHGZFOHui4.mp4,NONCANONICAL_RAW;PLACEMENT_REVIEW
17QRG2sS2jQfC3OQ_jEif3MymaShF-Nv7,UPLOAD_CANVAS/cartao de credito/videos/unknown/23 - IA - Story Espanhol__DAHGfOSURjM.mp4,23 - IA - Story Espanhol__DAHGfOSURjM.mp4,NONCANONICAL_RAW;PLACEMENT_REVIEW
1iplRjEh7nL0nVzJeioO5ZyeNp6RB_OeS,UPLOAD_CANVAS/cartao de credito/videos/unknown/42 - IA - Story KELLY Mexico__DAHGGQWoakI.mp4,42 - IA - Story KELLY Mexico__DAHGGQWoakI.mp4,NONCANONICAL_RAW;PLACEMENT_REVIEW
1EuWnEgAbZxDONfqvqvMrHUP90z8apsOr,UPLOAD_CANVAS/cartao de credito/videos/unknown/43 - IA - Story KELLY Mexico__DAHGGZEoXvs.mp4,43 - IA - Story KELLY Mexico__DAHGGZEoXvs.mp4,NONCANONICAL_RAW;PLACEMENT_REVIEW
