source_drive_id,source_relative_path,current_filename,destination_filename,destination_folder,format,country,language,angle,p_orient,source_bucket,md5_checksum,queue_action,drive_write_status,queue_id,original_filename
1WMWph3Y_2kxF9LO0TGnk5ziCGcacbC9M,UPLOAD_CANVAS/cartao de credito/imagens/feed/57 - Story espanhol__DAG9-lU1Khk.png,57 - Story espanhol__DAG9-lU1Khk.png,CC_US_ES_IMG_APROBACION_NV_007.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NV,visual_review_promoted,761e1a3e3fe3ccf08520507626cd3c25,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,c6a2e27931a57dab,57 - Story espanhol__DAG9-lU1Khk.png
1McoopUx0B1VrkqaKed_T9QtIAvZeHLFN,UPLOAD_CANVAS/cartao de credito/imagens/feed/57 - Story espanhol__DAG9-nXyiEw.png,57 - Story espanhol__DAG9-nXyiEw.png,CC_US_ES_IMG_APROBACION_NV_008.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NV,visual_review_promoted,ed3a982003d3a409b067b2b718f4ef28,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,1de5772f7c8b7016,57 - Story espanhol__DAG9-nXyiEw.png
1APxg8wNUcP2JrHhHE730o8iI7GKINa3R,UPLOAD_CANVAS/cartao de credito/imagens/feed/58 - Feed Ingles__DAGqMyCB-Jk.png,58 - Feed Ingles__DAGqMyCB-Jk.png,CC_US_EN_IMG_LIMITE_ALTO_NH_028.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,NH,visual_review_promoted,f203526959eac785ba4404658da84c7d,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,f40dab07411f3f81,58 - Feed Ingles__DAGqMyCB-Jk.png
1GteoCBekjtQ-L2h1r2Ssk1Q0MzbCMg4Y,UPLOAD_CANVAS/cartao de credito/imagens/feed/58 - Feed ingles__DAGYknJo7Lk.png,58 - Feed ingles__DAGYknJo7Lk.png,CC_US_EN_IMG_LIMITE_ALTO_NH_029.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,NH,visual_review_promoted,e5a8d070f0d42c2ed148fbd69ba014d2,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,561de49de371dbc4,58 - Feed ingles__DAGYknJo7Lk.png
1R9cSfFghx9DN8VwdXFFcurMTmZLOSLec,UPLOAD_CANVAS/cartao de credito/imagens/feed/58 - Story espanhol__DAG-0uePd0Q.png,58 - Story espanhol__DAG-0uePd0Q.png,CC_US_ES_IMG_APROBACION_NV_009.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NV,visual_review_promoted,9270ec83f5d26325262d7d547fa5eea6,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,ed72302194ef30ba,58 - Story espanhol__DAG-0uePd0Q.png
1SRsnJ11fQNbzeAwZOBhu0n3k6up1AFTC,UPLOAD_CANVAS/cartao de credito/imagens/feed/59 - Feed Ingles__DAGqM8B-gQA.png,59 - Feed Ingles__DAGqM8B-gQA.png,CC_US_EN_IMG_LIMITE_ALTO_NH_030.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,NH,visual_review_promoted,6859e5e2850bb1150931025b70e329a3,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,012e86474c5c108f,59 - Feed Ingles__DAGqM8B-gQA.png
1HhggpI3MN31K-O1jBEdL_810hTHionAo,UPLOAD_CANVAS/cartao de credito/imagens/feed/60 - Feed ingles__DAGeNPFEimM.png,60 - Feed ingles__DAGeNPFEimM.png,CC_US_EN_IMG_LIMITE_ALTO_NH_031.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,NH,visual_review_promoted,4d2b694ac4e4cc17e60345e402f81bc3,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,d5ce31423c4970fd,60 - Feed ingles__DAGeNPFEimM.png
1Qgpf2qSm54ZiFutIeCLvLD9rJTboQfDI,UPLOAD_CANVAS/cartao de credito/imagens/feed/60 - Feed Ingles__DAGqPnTybk0.png,60 - Feed Ingles__DAGqPnTybk0.png,CC_US_EN_IMG_APROBACION_NH_011.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,b53c12dbf5429210b2f7cc3896b3ddc9,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,9dc423c583d413b2,60 - Feed Ingles__DAGqPnTybk0.png
14xbdny5kzYfAoHKeuGIG9Qu5bZiClRq2,UPLOAD_CANVAS/cartao de credito/imagens/feed/61 - Feed Ingles__DAGqPtsfwls.png,61 - Feed Ingles__DAGqPtsfwls.png,CC_US_EN_IMG_APROBACION_NH_012.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,5ffb80c53ffae593a025ecc780ffb886,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,cb0320e1b5830c17,61 - Feed Ingles__DAGqPtsfwls.png
13ZRN-TNB2MdeGAw64N8zmh4aYqG7wPVo,UPLOAD_CANVAS/cartao de credito/imagens/feed/61 - Feed ingles__DAGYnUlT2Ow.png,61 - Feed ingles__DAGYnUlT2Ow.png,CC_US_EN_IMG_APROBACION_PH_009.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,PH,visual_review_promoted,d670a85cebd17ecad8a4ae824af5b08c,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,eeee9602965da83b,61 - Feed ingles__DAGYnUlT2Ow.png
1OPFySSbaRCh1CF0cBUVA_PpZ29X9gRFx,UPLOAD_CANVAS/cartao de credito/imagens/feed/62 - Feed ingles__DAGYnVg0dAk.png,62 - Feed ingles__DAGYnVg0dAk.png,CC_US_EN_IMG_APROBACION_PH_010.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,PH,visual_review_promoted,314c3e600a4960aec28e810480864dc8,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,7e38c43b9340d324,62 - Feed ingles__DAGYnVg0dAk.png
1u-K7VvoHqCijfxkg-trUphMnpvpbzSaF,UPLOAD_CANVAS/cartao de credito/imagens/feed/63 - Feed ingles__DAGeNNOCZYo.png,63 - Feed ingles__DAGeNNOCZYo.png,CC_US_EN_IMG_APROBACION_NH_013.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,a30e45c491405a730560eb342bded375,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,85d2f338a8925c60,63 - Feed ingles__DAGeNNOCZYo.png
1iEPgG74L-VdTdjF8mm9PAnDFO3DI3z5U,UPLOAD_CANVAS/cartao de credito/imagens/feed/64 - Feed ingles__DAGeNBI7_LI.png,64 - Feed ingles__DAGeNBI7_LI.png,CC_US_EN_IMG_LIMITE_ALTO_NH_032.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,NH,visual_review_promoted,c04190c73b13443f2bd984774ba44997,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,db0ba15c8e69a34b,64 - Feed ingles__DAGeNBI7_LI.png
1TRfSD8EIY-Q9rLKoEaKIu1OI7sK3F1qP,UPLOAD_CANVAS/cartao de credito/imagens/feed/65 - Feed ingles__DAGeNL0drIw.png,65 - Feed ingles__DAGeNL0drIw.png,CC_US_EN_IMG_LIMITE_ALTO_NH_033.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,NH,visual_review_promoted,3d8538e844a959a3037766a98c5a19b4,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,21e5988531d02e7b,65 - Feed ingles__DAGeNL0drIw.png
1ZpWz8wrSnQxTKgglcXdW8s1VDqb71w6g,UPLOAD_CANVAS/cartao de credito/imagens/feed/77 - Feed INGLES__DAG-QaqgYgg.png,77 - Feed INGLES__DAG-QaqgYgg.png,CC_US_EN_IMG_APROBACION_NH_016.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,76e92d077c69c2d9d371e75e268ca1fd,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,9389339c6b4e9f37,77 - Feed INGLES__DAG-QaqgYgg.png
1j_s6jJopQaRa8okvzNaoBanBc0OViI6N,UPLOAD_CANVAS/cartao de credito/imagens/feed/77 - Feed INGLES__DAG-QYlk0Kw.png,77 - Feed INGLES__DAG-QYlk0Kw.png,CC_US_EN_IMG_APROBACION_NH_014.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,f195a8207f07a7c72d049ecedc6d956e,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,f1c36a1924b3388d,77 - Feed INGLES__DAG-QYlk0Kw.png
193hwXBSU7GW0jT2jxsQpInGxFotW_SMa,UPLOAD_CANVAS/cartao de credito/imagens/feed/77 - Feed INGLES__DAG-QZz3j08.png,77 - Feed INGLES__DAG-QZz3j08.png,CC_US_EN_IMG_APROBACION_NH_015.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,4822ca1a31ac655c4a2de29341c96590,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,16174ff654aa4b5b,77 - Feed INGLES__DAG-QZz3j08.png
1eOn2aUlmruzeF_l_QjehIcfb5UqA16I8,UPLOAD_CANVAS/cartao de credito/imagens/feed/77 - Story INGLES__DAG-QaTkY4I.png,77 - Story INGLES__DAG-QaTkY4I.png,CC_US_EN_IMG_APROBACION_NV_003.png,MGS-CRIATIVOS/CC_US_EN/IMG/STORY/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NV,visual_review_promoted,bdbb913bd887c29d81411be13aba49a8,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,91ce1a803a7d8295,77 - Story INGLES__DAG-QaTkY4I.png
1kKihPw49YbkKlYsMlpV4cHl1IEzsETXx,UPLOAD_CANVAS/cartao de credito/imagens/feed/77 - Story INGLES__DAG-QQogA1k.png,77 - Story INGLES__DAG-QQogA1k.png,CC_US_EN_IMG_APROBACION_NV_001.png,MGS-CRIATIVOS/CC_US_EN/IMG/STORY/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NV,visual_review_promoted,b45eabc6e484bb3dd28716370840e8a8,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,be7c4ad351768d64,77 - Story INGLES__DAG-QQogA1k.png
1IBdjQ9VvsNI8Mxm871ckY-KwpY1atLdb,UPLOAD_CANVAS/cartao de credito/imagens/feed/77 - Story INGLES__DAG-QYS59Ho.png,77 - Story INGLES__DAG-QYS59Ho.png,CC_US_EN_IMG_APROBACION_NV_002.png,MGS-CRIATIVOS/CC_US_EN/IMG/STORY/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NV,visual_review_promoted,ba389c8c0256666a19b9a2796a39fef3,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,b96874e5394024f7,77 - Story INGLES__DAG-QYS59Ho.png
1gcjgL3LdroHLLTcTRvp-IvITRu8Wsayu,UPLOAD_CANVAS/cartao de credito/imagens/feed/79 - Feed espanhol__DAG-J4Xwdcg.png,79 - Feed espanhol__DAG-J4Xwdcg.png,CC_US_ES_IMG_APROBACION_NH_020.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,5894fe086fd995bafd2bb2d7136d7cfa,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,94e87fa23859b749,79 - Feed espanhol__DAG-J4Xwdcg.png
1LTVRhCbMs6lxGht_iaAn3-zMBPp8SArl,UPLOAD_CANVAS/cartao de credito/imagens/feed/79 - Feed espanhol__DAG-Jq46aNA.png,79 - Feed espanhol__DAG-Jq46aNA.png,CC_US_ES_IMG_APROBACION_NH_021.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,1d328152abac9b650d60be73f903d4dc,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,e0df7ab9d49682c1,79 - Feed espanhol__DAG-Jq46aNA.png
1VMfMLgE_8WgzeXrO_ze3COPsEmlp5O35,UPLOAD_CANVAS/cartao de credito/imagens/feed/80 - Feed espanhol__DAG-5yLetNA.png,80 - Feed espanhol__DAG-5yLetNA.png,CC_US_ES_IMG_APROBACION_NH_023.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,e16f5c9458690df9566125a9ee07dff6,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,ea086a025a4c565e,80 - Feed espanhol__DAG-5yLetNA.png
1m_23IZrffO1vro2IIYUVYi6pPycEvMvp,UPLOAD_CANVAS/cartao de credito/imagens/feed/80 - Feed espanhol__DAG-53HQxNs.png,80 - Feed espanhol__DAG-53HQxNs.png,CC_US_ES_IMG_LIMITE_ALTO_NH_003.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,LIMITE_ALTO,NH,visual_review_promoted,cc5ddd6233e28c21569a6c5404408526,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,6f99fcc4b4d0fb95,80 - Feed espanhol__DAG-53HQxNs.png
1KHfh_cv4Ju5SwvcXdhsEQiFF0ilxngPq,UPLOAD_CANVAS/cartao de credito/imagens/feed/80 - Feed espanhol__DAG-55-VOEw.png,80 - Feed espanhol__DAG-55-VOEw.png,CC_US_ES_IMG_APROBACION_NH_022.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,ca31129d2307f7c22bd6ae1933aaa4a5,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,b39619a52056568d,80 - Feed espanhol__DAG-55-VOEw.png
1aAP5DMQCx71f6Gt2i0w4pMnOrUZWqAfv,UPLOAD_CANVAS/cartao de credito/imagens/feed/81 - Feed ingles__DAGgJ44-EgM.png,81 - Feed ingles__DAGgJ44-EgM.png,CC_US_EN_IMG_RECOMPENSAS_PH_001.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,RECOMPENSAS,PH,visual_review_promoted,d7a5b3264639d944c3ba5ce2caa7dbd4,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,794d54f68675039f,81 - Feed ingles__DAGgJ44-EgM.png
1L6xU_FwHQtDrWQjM4Vc9znCQZs-HqJIa,UPLOAD_CANVAS/cartao de credito/imagens/feed/81 - Feed ingles__DAGgJgNa7m4.png,81 - Feed ingles__DAGgJgNa7m4.png,CC_US_EN_IMG_RECOMPENSAS_PH_002.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,RECOMPENSAS,PH,visual_review_promoted,8d6fe67139d5a151ed6514ca47f10828,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,1aca5b33f5d04aa8,81 - Feed ingles__DAGgJgNa7m4.png
11GnXShx2Sco-pb4JhHeivzDjwaNXd1bU,UPLOAD_CANVAS/cartao de credito/imagens/feed/82 - Feed ingles__DAGgJ8UCQ6I.png,82 - Feed ingles__DAGgJ8UCQ6I.png,CC_US_EN_IMG_RECOMPENSAS_PH_003.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,RECOMPENSAS,PH,visual_review_promoted,57c084b38ff708049fe903d088a268e5,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,e711fa7196de1c78,82 - Feed ingles__DAGgJ8UCQ6I.png
18h359gIo1QS3EG-mFO0ptqFbQUEl21iv,UPLOAD_CANVAS/cartao de credito/imagens/feed/83 - Feed ingles__DAGgazqrYmM.png,83 - Feed ingles__DAGgazqrYmM.png,CC_US_EN_IMG_RECOMPENSAS_PH_004.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,RECOMPENSAS,PH,visual_review_promoted,0eb7db90520afd7e01964f27143732ff,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,8a7ddeeb3bcb091c,83 - Feed ingles__DAGgazqrYmM.png
13_Zi8KedeX1mer987uN8eLMImeRai78z,UPLOAD_CANVAS/cartao de credito/imagens/feed/Copia de 57 - Story espanhol__DAG-0movdWg.png,Copia de 57 - Story espanhol__DAG-0movdWg.png,CC_US_ES_IMG_APROBACION_NH_024.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,1379947aa72f5c6883549bdc9f8a209f,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,05e053d6df903d06,Copia de 57 - Story espanhol__DAG-0movdWg.png
1TcHohW1c8OSQjo1gibiQbAhzg2rP7LFi,UPLOAD_CANVAS/cartao de credito/imagens/feed/Copia de 61 - Story Ingles 1080 x 1080 px__DAGqPg5bAms.png,Copia de 61 - Story Ingles 1080 x 1080 px__DAGqPg5bAms.png,CC_US_EN_IMG_APROBACION_NH_017.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,2422794f5bcd2e25907cb283f5ae7cfe,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,86fb5bdf26fbfcfd,Copia de 61 - Story Ingles 1080 x 1080 px__DAGqPg5bAms.png
19o7ytpaWbnT1nwBJdbRQZSw5sHsiMEDk,UPLOAD_CANVAS/cartao de credito/imagens/feed/Copia de 79 - Feed espanhol__DAG-J2X4A1I.png,Copia de 79 - Feed espanhol__DAG-J2X4A1I.png,CC_US_ES_IMG_APROBACION_NH_025.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,f9121ad5f30158f4895b3feaf14658b9,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,91464c27e07a2f99,Copia de 79 - Feed espanhol__DAG-J2X4A1I.png
1ueUga1VKFhBttlq7eskZq6chf9FwLMHN,UPLOAD_CANVAS/cartao de credito/imagens/feed/Criativo 2 - Xyvlov - Feed - 1.png,Criativo 2 - Xyvlov - Feed - 1.png,CC_DE_DE_IMG_APROBACION_PH_001.png,MGS-CRIATIVOS/CC_DE_DE/IMG/FEED/DE/01_READY_CANDIDATE,IMG,DE,DE,APROBACION,PH,visual_review_promoted,babb68b262f06e4310ab702e7ae9ae8e,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,3b1cfd78d18d2d0b,Criativo 2 - Xyvlov - Feed - 1.png
1G5OKJ9LC4uL_b2itz7QQts47tq08VPT9,UPLOAD_CANVAS/cartao de credito/imagens/feed/Criativo 2 - Xyvlov - Feed - 2.png,Criativo 2 - Xyvlov - Feed - 2.png,CC_DE_DE_IMG_APROBACION_PH_002.png,MGS-CRIATIVOS/CC_DE_DE/IMG/FEED/DE/01_READY_CANDIDATE,IMG,DE,DE,APROBACION,PH,visual_review_promoted,5b10d086eb0f97c3bf84311ca6e9fb24,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,e6a4c93044b08fe3,Criativo 2 - Xyvlov - Feed - 2.png
1SrjeR0tqCoYg1dCZ0JNHqK15VCmuYCnT,UPLOAD_CANVAS/cartao de credito/imagens/feed/Criativo 2 - Xyvlov - Feed - 3.png,Criativo 2 - Xyvlov - Feed - 3.png,CC_DE_DE_IMG_APROBACION_PH_003.png,MGS-CRIATIVOS/CC_DE_DE/IMG/FEED/DE/01_READY_CANDIDATE,IMG,DE,DE,APROBACION,PH,visual_review_promoted,b35c98f3a490105767a7a21a49c8e495,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,a9f7a7422bd614de,Criativo 2 - Xyvlov - Feed - 3.png
1UWeCBwoxrM8R1SxZovhRkmdLgj3Vouw4,UPLOAD_CANVAS/cartao de credito/imagens/feed/Design sem nome__DAG-JoAhjpM.png,Design sem nome__DAG-JoAhjpM.png,CC_US_ES_IMG_APROBACION_NH_026.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,d0f236e5e93e8645f6afe74fcca3258c,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,badc310a0873c4e4,Design sem nome__DAG-JoAhjpM.png
1CXEANlkgN_802A4_svakKAr1KBTHX-Uy,UPLOAD_CANVAS/cartao de credito/imagens/feed/en-01-criativoantigo-feed.png,en-01-criativoantigo-feed.png,CC_US_EN_IMG_APROBACION_NH_018.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,1fcd39f6c87471c21bf3b9a8b6b3389d,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,b7e069bd05807bb9,en-01-criativoantigo-feed.png
1HOX0eGngH-Kj5FBk5Nn-o6r6m0NtC13U,UPLOAD_CANVAS/cartao de credito/imagens/feed/en-02-criativoantigo-feed.png,en-02-criativoantigo-feed.png,CC_US_EN_IMG_APROBACION_NH_019.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,c8ca4f65b67a4bd97df1b09733e73455,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,de41ad9e9bd2b45d,en-02-criativoantigo-feed.png
1J4FFOmYgiYqwkazj4sTqXcklrLJeXbRQ,UPLOAD_CANVAS/cartao de credito/imagens/feed/en-03-criativoantigo-feed.png,en-03-criativoantigo-feed.png,CC_US_EN_IMG_APROBACION_NH_020.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,c6ac07e29db82a3e58a96497c833f27f,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,a450599479287696,en-03-criativoantigo-feed.png
1nfwPrj_BtLpfibQPDQc3CvLh3kpJiBTo,UPLOAD_CANVAS/cartao de credito/imagens/feed/novo-01-feed.png,novo-01-feed.png,CC_US_ES_IMG_APROBACION_NH_027.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,bc827bf214fe1e42987fb4f022b0821b,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,64230ec11dadce9e,novo-01-feed.png
12FthclNpVtnXI8FbgJxt6vrTJ13gXW-e,UPLOAD_CANVAS/cartao de credito/imagens/feed/tj-novo-feed-3.png,tj-novo-feed-3.png,CC_US_ES_IMG_LIMITE_ALTO_PH_005.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,LIMITE_ALTO,PH,visual_review_promoted,9b632988be790793b375d71a72745581,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,1fe8c1caaa4e8824,tj-novo-feed-3.png
1dfiedcbRkG8tO2KPJOK66kccrnflmqoT,UPLOAD_CANVAS/cartao de credito/imagens/stories/03-criativonovo-stories.png,03-criativonovo-stories.png,CC_US_ES_IMG_APROBACION_NV_010.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NV,visual_review_promoted,7a10c15ff95e81895d4c1f9900549d11,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,8aa27763112302ab,03-criativonovo-stories.png
1gQdUi4ng-OPTdpVXMEJcNA2kuw6zAeCI,UPLOAD_CANVAS/cartao de credito/imagens/stories/05-criativonovo-stories.png,05-criativonovo-stories.png,CC_US_ES_IMG_APROBACION_NV_011.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NV,visual_review_promoted,423e3e85d7285cd151af09c0cfa302fc,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,352fd6be51516c98,05-criativonovo-stories.png
1sPJUggpARDxWppFJGEYcTeVj1EuyRcbV,UPLOAD_CANVAS/cartao de credito/imagens/stories/06-criativonovo-stories.png,06-criativonovo-stories.png,CC_US_ES_IMG_APROBACION_NV_012.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NV,visual_review_promoted,b8a758b06bf67a687a4c8f85e99646d5,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,3066f72da3a59ada,06-criativonovo-stories.png
1GSdji1HmJjuA07Vv_cPOmpy5oTO_71fU,UPLOAD_CANVAS/cartao de credito/imagens/stories/38 - Story espanhol__DAHI_5WZsqw.png,38 - Story espanhol__DAHI_5WZsqw.png,CC_US_ES_IMG_LIMITE_ALTO_NV_002.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,IMG,US,ES,LIMITE_ALTO,NV,visual_review_promoted,910d161ce3759366119cfd5ddd020234,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,553aaa89fe699ad2,38 - Story espanhol__DAHI_5WZsqw.png
1yIsYyfJURBMy8ROAbNxw5nS-GG4-SzuV,UPLOAD_CANVAS/cartao de credito/imagens/stories/93 - Story Ingles.png,93 - Story Ingles.png,CC_US_EN_IMG_APROBACION_NV_004.png,MGS-CRIATIVOS/CC_US_EN/IMG/STORY/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NV,visual_review_promoted,eccbb3ece26cc36e63b915b5e9a2e3e8,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,7895625dcc024e08,93 - Story Ingles.png
