source_kind,review_index,drive_id,current_filename,relative_path,vertical,country,language,format,angle,person,orientation,p_orient,confidence,notes,proposed_stem,ready_for_rename,variant,proposed_filename,destination_folder,queue_action
IMG,47,1TYf3Hb8H710xaS48kR1jseQhJBf6JN5D,18 - Feed ingles__DAGV1N4PTVM.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/18 - Feed ingles__DAGV1N4PTVM.png,CC,US,EN,IMG,APROBACION,PERSON,HORIZONTAL,PH,0.90,Credit card approved mão segurando cartão limite disponível,CC_US_EN_IMG_APROBACION_PH,yes,005,CC_US_EN_IMG_APROBACION_PH_005.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,48,1anXudzwOrSoJ91kfR0TjmwZJ9Z3U6bMb,19 - Feed ingles__DAGV1P-ynkE.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/19 - Feed ingles__DAGV1P-ynkE.png,CC,US,EN,IMG,APROBACION,PERSON,HORIZONTAL,PH,0.90,Credit card approved mão segurando cartão limite disponível,CC_US_EN_IMG_APROBACION_PH,yes,006,CC_US_EN_IMG_APROBACION_PH_006.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,49,1rpKghCSkeBeQU8MtnCk_oIF-ulaUJU4U,2-feed.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/2-feed.png,CC,US,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.84,Tarjeta de crédito aprobada limite hasta 21000 sem pessoa,CC_US_ES_IMG_APROBACION_NH,yes,010,CC_US_ES_IMG_APROBACION_NH_010.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,50,1GBzRZsIzvRhXoAFvRQKrn3PZt0iudtwd,2.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/2.png,CC,MX,ES,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.88,Tarjeta aprobada límite 100000 MXN aplica ya em destaque sem pessoa,CC_MX_ES_IMG_LIMITE_ALTO_NH,yes,002,CC_MX_ES_IMG_LIMITE_ALTO_NH_002.png,MGS-CRIATIVOS/CC_MX_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,51,1Vr7V53QG5CTM-RGCfP2aQtkdFKi6bInB,20 - Feed Alemao__DAGT9Bv6dF8.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/20 - Feed Alemao__DAGT9Bv6dF8.png,CC,DE,DE,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.92,Genehmigt Kreditkarte with limit 5000,CC_DE_DE_IMG_APROBACION_NH,yes,001,CC_DE_DE_IMG_APROBACION_NH_001.png,MGS-CRIATIVOS/CC_DE_DE/IMG/FEED/DE/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,52,1t-L7qT87cOgx311qyTe4r6ByDd5yM3XE,20 - Feed ingles__DAGV1Hna8l8.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/20 - Feed ingles__DAGV1Hna8l8.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.88,Hand visible and Your New Limit 11765,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,004,CC_US_EN_IMG_LIMITE_ALTO_PH_004.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,53,1C5ocASWuakUwWWghpVDHb-ykvnjGex9c,21 - Feed Alemao__DAGT9AtIKc0.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/21 - Feed Alemao__DAGT9AtIKc0.png,CC,DE,DE,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.92,German approved credit card with 5000 limit,CC_DE_DE_IMG_APROBACION_NH,yes,002,CC_DE_DE_IMG_APROBACION_NH_002.png,MGS-CRIATIVOS/CC_DE_DE/IMG/FEED/DE/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,54,1SVY2vGm7G6OWz8liX6uCPDcEa7toapkY,21 - Feed ingles__DAGV1TcOtKY.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/21 - Feed ingles__DAGV1TcOtKY.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.88,Hand visible and Your New Limit 11765,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,005,CC_US_EN_IMG_LIMITE_ALTO_PH_005.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,55,12JqcyTmhqM6giwzKOxlHrRrHwXRUgILM,22 - Feed KELLY espanhol__DAHKNm5nWJs.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/22 - Feed KELLY espanhol__DAHKNm5nWJs.png,CC,MX,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.90,Tarjeta aprobada with choose your limit message,CC_MX_ES_IMG_APROBACION_NH,yes,001,CC_MX_ES_IMG_APROBACION_NH_001.png,MGS-CRIATIVOS/CC_MX_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,56,1-nI2lTIgQfEyHTNkswu1OyEGihc1rzZ2,22 - Feed ingles__DAGV1WbgCfM.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/22 - Feed ingles__DAGV1WbgCfM.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.88,Hand visible and approved card with new limit,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,006,CC_US_EN_IMG_LIMITE_ALTO_PH_006.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,57,1CPOy526K_T4AYoGdt6BsYaMAG_h-4eDq,22 - feed alemao__DAGT9TqS1hc.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/22 - feed alemao__DAGT9TqS1hc.png,CC,DE,DE,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.92,German Genehmigt Kreditkarte,CC_DE_DE_IMG_APROBACION_NH,yes,003,CC_DE_DE_IMG_APROBACION_NH_003.png,MGS-CRIATIVOS/CC_DE_DE/IMG/FEED/DE/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,58,19RlLxeyGw8j5EOBTFMoX7bgPRU_PS6ba,23 - Feed KELLY espanhol__DAHKNtJ168w.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/23 - Feed KELLY espanhol__DAHKNtJ168w.png,CC,MX,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.90,Ganaste una tarjeta aprobada,CC_MX_ES_IMG_APROBACION_NH,yes,002,CC_MX_ES_IMG_APROBACION_NH_002.png,MGS-CRIATIVOS/CC_MX_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,59,1uZHrP063L7Td_X2fJSpx-sGo3bBoVDtp,24 - Feed KELLY espanhol__DAHKNrniHRw.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/24 - Feed KELLY espanhol__DAHKNrniHRw.png,CC,MX,ES,IMG,LIMITE_ALTO,NO_PERSON,VERTICAL,NV,0.86,Tu limite tu decides,CC_MX_ES_IMG_LIMITE_ALTO_NV,yes,001,CC_MX_ES_IMG_LIMITE_ALTO_NV_001.png,MGS-CRIATIVOS/CC_MX_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,60,1Gy0DJAh1oFR7yeijgaN1c8_KO9eSAsEX,25 - Feed espanhol__DAGTMq6sGgQ.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/25 - Feed espanhol__DAGTMq6sGgQ.png,CC,US,ES,IMG,APROBACION,NO_PERSON,VERTICAL,NV,0.88,Hola tarjeta de credito aprobada,CC_US_ES_IMG_APROBACION_NV,yes,001,CC_US_ES_IMG_APROBACION_NV_001.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,61,127SOQ_TES7myw-NYlEVaDClSPNLejljx,26 - Feed espanhol KELLY 1080 x 1080 px__DAGy_5bTL10.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/26 - Feed espanhol KELLY 1080 x 1080 px__DAGy_5bTL10.png,CC,MX,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.88,Tarjeta de credito aprobada with offer amount,CC_MX_ES_IMG_APROBACION_NH,yes,003,CC_MX_ES_IMG_APROBACION_NH_003.png,MGS-CRIATIVOS/CC_MX_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,62,14qvwSJ1xhX54yOX7g1uK5Uubn3IJ3BtQ,26 - Feed espanhol__DAGTMoiPKpo.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/26 - Feed espanhol__DAGTMoiPKpo.png,CC,US,ES,IMG,APROBACION,NO_PERSON,VERTICAL,NV,0.88,Tarjeta de credito aprobada,CC_US_ES_IMG_APROBACION_NV,yes,002,CC_US_ES_IMG_APROBACION_NV_002.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,63,1IdJXJQvHSNGU9IVaoYVj3v4dD4m5mbon,26 - Feed ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/26 - Feed ingles.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.88,Hand visible and Available Limit 12765,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,007,CC_US_EN_IMG_LIMITE_ALTO_PH_007.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,64,1EbPZbFtJchPpCVcvGLUhxtptxtA2nSzP,26 - Feed ingles__DAGWOb4WsME.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/26 - Feed ingles__DAGWOb4WsME.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.86,Credit card options with limits from 9775,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,003,CC_US_EN_IMG_LIMITE_ALTO_NH_003.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,65,1JTM_gmLDw90W64EtYIDC-k89HwHrX0IR,27 - Feed espanhol KELLY 1080 x 1080 px__DAGy_w_SJfw.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/27 - Feed espanhol KELLY 1080 x 1080 px__DAGy_w_SJfw.png,CC,MX,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.90,Tarjeta de credito aprobada with 9975,CC_MX_ES_IMG_APROBACION_NH,yes,004,CC_MX_ES_IMG_APROBACION_NH_004.png,MGS-CRIATIVOS/CC_MX_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,66,1KSSqxdMG1KrHCppASvcW6E14fpqwGTGJ,27 - Feed ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/27 - Feed ingles.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.88,Hand visible and Available Limit 12765,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,008,CC_US_EN_IMG_LIMITE_ALTO_PH_008.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,67,1C1bokNEjBEpK4oKdY_052lroca1S6IaA,27- Feed espanhol__DAGTMviXH0E.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/27- Feed espanhol__DAGTMviXH0E.png,CC,US,ES,IMG,APROBACION,NO_PERSON,VERTICAL,NV,0.88,Tarjeta de credito aprobada,CC_US_ES_IMG_APROBACION_NV,yes,003,CC_US_ES_IMG_APROBACION_NV_003.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,68,1gRoNFGUPta2VAtueXclzFLE5RpFTuyMp,28 - Feed espanhol KELLY 1080 x 1080 px__DAGy_wZyDv4.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/28 - Feed espanhol KELLY 1080 x 1080 px__DAGy_wZyDv4.png,CC,MX,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.88,Tarjeta de credito aprobada with 4975,CC_MX_ES_IMG_APROBACION_NH,yes,005,CC_MX_ES_IMG_APROBACION_NH_005.png,MGS-CRIATIVOS/CC_MX_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,69,1_TQFAtSSfLtIkdKEQpukd8_jTbR-J9Cg,28 - Feed espanhol__DAGTREZKuxo.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/28 - Feed espanhol__DAGTREZKuxo.png,CC,US,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.88,Tarjeta de credito aprobada with 10188,CC_US_ES_IMG_APROBACION_NH,yes,011,CC_US_ES_IMG_APROBACION_NH_011.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,70,1yXaiFPCI9E2gaPSOob3fzUERL7z6wObF,28 - Feed ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/28 - Feed ingles.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.88,Hand visible and Available Limit 12765,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,009,CC_US_EN_IMG_LIMITE_ALTO_PH_009.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,71,15tScBRNo2-Me55wHx_TQQ5B62pg6cKAR,28 - Feed ingles__DAGWOif_Kys.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/28 - Feed ingles__DAGWOif_Kys.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.86,Easy approval with limits from 9775,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,004,CC_US_EN_IMG_LIMITE_ALTO_NH_004.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,72,132166rTMEHEf-JxTmbCdV3e4ro7T-4n_,29 - Feed (espanhol)__DAGTRLzvSxo.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/29 - Feed (espanhol)__DAGTRLzvSxo.png,CC,US,ES,IMG,APROBACION,NO_PERSON,VERTICAL,NV,0.88,Tarjeta de credito aprobada with 10188,CC_US_ES_IMG_APROBACION_NV,yes,004,CC_US_ES_IMG_APROBACION_NV_004.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,73,1W6ut2QZVN_4oj2HPKe3LOhXxLO4_YEQq,29 - Feed espanhol__DAGTRLzvSxo.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/29 - Feed espanhol__DAGTRLzvSxo.png,CC,US,ES,IMG,APROBACION,NO_PERSON,VERTICAL,NV,0.88,Tarjeta de credito aprobada with 10188,CC_US_ES_IMG_APROBACION_NV,yes,005,CC_US_ES_IMG_APROBACION_NV_005.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,74,1X3Vh_GPoQJKqH92uSqQNnQsBUZXU3GTq,29 - Feed ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/29 - Feed ingles.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.86,Hand visible and Available Limit 12765,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,010,CC_US_EN_IMG_LIMITE_ALTO_PH_010.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,75,10qqrhWZfxy2mhoKys__8fWizWHF-X7Qg,3-feed.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/3-feed.png,CC,US,ES,IMG,LIMITE_ALTO,NO_PERSON,VERTICAL,NV,0.82,Limite disponible 19978 and tarjeta de credito libertad,CC_US_ES_IMG_LIMITE_ALTO_NV,yes,001,CC_US_ES_IMG_LIMITE_ALTO_NV_001.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,76,1NBBgxwFXQXrIEdCZvcrKGe_pfJXMYIbX,3.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/3.png,CC,MX,ES,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.90,Tarjeta aprobada with limit scale and MXN amounts,CC_MX_ES_IMG_LIMITE_ALTO_NH,yes,003,CC_MX_ES_IMG_LIMITE_ALTO_NH_003.png,MGS-CRIATIVOS/CC_MX_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,77,1UzL3w957ziJm3vnbmpdO11cb0l1Bi63L,30 - Feed espanhol__DAGTRMcZwC4.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/30 - Feed espanhol__DAGTRMcZwC4.png,CC,US,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.88,Hola tarjeta de credito aprobada with smaller limit amount,CC_US_ES_IMG_APROBACION_NH,yes,012,CC_US_ES_IMG_APROBACION_NH_012.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,78,1QAwgYSwRnKROc-I2OXID0t5psId1XKYA,30 - Feed ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/30 - Feed ingles.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.92,Hand holding card and available limit US 12765,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,011,CC_US_EN_IMG_LIMITE_ALTO_PH_011.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,79,1RH3MAHvQjClxH0GBT_Fw2nBa1zKR8BWR,31 - Feed espanhol__DAGTRUYxKjc.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/31 - Feed espanhol__DAGTRUYxKjc.png,CC,US,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.86,Felicidades tarjeta aprobada with limit shown,CC_US_ES_IMG_APROBACION_NH,yes,013,CC_US_ES_IMG_APROBACION_NH_013.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,80,1H7cRa6CIP6GFY8oEccTFPguULWUkJACM,31 - Feed ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/31 - Feed ingles.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.92,Hand holding card and available limit US 12765,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,012,CC_US_EN_IMG_LIMITE_ALTO_PH_012.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,81,1W-ZGCXVMx5TuDzjuSk6u_fvUUXYQ2Pwd,32 - Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/32 - Feed Ingles.png,CC,US,ES,IMG,RECOMPENSAS,NO_PERSON,HORIZONTAL,NH,0.82,Aprobada plus visible reward message,CC_US_ES_IMG_RECOMPENSAS_NH,yes,001,CC_US_ES_IMG_RECOMPENSAS_NH_001.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,82,1apw7CNci3zeCEXAHFi8IiaWWZrjAV9a9,32 - Feed espanhol.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/32 - Feed espanhol.png,CC,US,ES,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.86,Hand points to card and large limit 6188,CC_US_ES_IMG_LIMITE_ALTO_PH,yes,003,CC_US_ES_IMG_LIMITE_ALTO_PH_003.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,83,138M8lk5fhtUAG7H3-tE7oxV5XH5UMW67,32 - Feed espanhol__DAGTRXWmSbg.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/32 - Feed espanhol__DAGTRXWmSbg.png,CC,US,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.84,Felicidades tarjeta aprobada with limit 8200,CC_US_ES_IMG_APROBACION_NH,yes,014,CC_US_ES_IMG_APROBACION_NH_014.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,84,17jMpdBwkR5WJbY4eyVQ0n1ATn0cUxPvi,33 - Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/33 - Feed Ingles.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.93,Credit card approved and available limit US 12765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,005,CC_US_EN_IMG_LIMITE_ALTO_NH_005.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,85,19ZSxHd9Xx0LmgelNeamGh_9QvTPssO1P,33 - Feed espanhol.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/33 - Feed espanhol.png,CC,US,ES,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.88,Hand points to card with large limit 6188,CC_US_ES_IMG_LIMITE_ALTO_PH,yes,004,CC_US_ES_IMG_LIMITE_ALTO_PH_004.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,86,1cuuCNZ-DL90WGY2TcicFrKBJQ2C-dtRC,33 - Feed espanhol__DAGTRm3YhUs.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/33 - Feed espanhol__DAGTRm3YhUs.png,CC,US,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.84,Felicidades tarjeta aprobada with limit 8200,CC_US_ES_IMG_APROBACION_NH,yes,015,CC_US_ES_IMG_APROBACION_NH_015.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,87,1w3BiVoLwTL-Ro02SUNqywzF1cu-Nrql5,33 - Story Ingles KELLY 1080 x 1080 px.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/33 - Story Ingles KELLY 1080 x 1080 px.png,CC,MX,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.90,Your limit 4189 shown prominently,CC_MX_EN_IMG_LIMITE_ALTO_NH,yes,001,CC_MX_EN_IMG_LIMITE_ALTO_NH_001.png,MGS-CRIATIVOS/CC_MX_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,88,1ZGBJ_5zaafRC6OCGuheVxOa4DB09XL27,34 - Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/34 - Feed Ingles.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.93,Available limit US 12765 prominent,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,006,CC_US_EN_IMG_LIMITE_ALTO_NH_006.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,89,111FiynQslzkeX7P7hhKRyeW6zPtGLo4O,34 - Story Ingles KELLY 1080 x 1080 px.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/34 - Story Ingles KELLY 1080 x 1080 px.png,CC,MX,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.90,Your limit 4189 shown prominently,CC_MX_EN_IMG_LIMITE_ALTO_NH,yes,002,CC_MX_EN_IMG_LIMITE_ALTO_NH_002.png,MGS-CRIATIVOS/CC_MX_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,90,1Yq8lI-X3Ry0H5c9Gctcd9rvjRsY7Qivj,35 - Feed ingles__DAGYHNAEWJA.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/35 - Feed ingles__DAGYHNAEWJA.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,VERTICAL,NV,0.92,Portrait creative with available limit US 12765,CC_US_EN_IMG_LIMITE_ALTO_NV,yes,001,CC_US_EN_IMG_LIMITE_ALTO_NV_001.png,MGS-CRIATIVOS/CC_US_EN/IMG/STORY/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,91,1nxuZgEabbcIpoqHSWfhln8ZYNUA0Ack5,35 - Story Ingles KELLY 1080 x 1080 px.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/35 - Story Ingles KELLY 1080 x 1080 px.png,CC,MX,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.90,Your limit 4189 shown prominently,CC_MX_EN_IMG_LIMITE_ALTO_NH,yes,003,CC_MX_EN_IMG_LIMITE_ALTO_NH_003.png,MGS-CRIATIVOS/CC_MX_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,92,1Vh2UxFIBZcqVbGZnspXv6cNRk38bwAA7,35- Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/35- Feed Ingles.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.92,Your available limit US 9497,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,007,CC_US_EN_IMG_LIMITE_ALTO_NH_007.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,93,1g5KR3WGecN9lE7k0ksPiJhZvVMNMWld3,36 - Feed espanhol__DAG9-CBE0Ao.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/36 - Feed espanhol__DAG9-CBE0Ao.png,CC,US,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.86,Hola tarjeta de credito aprobada with limit 10500,CC_US_ES_IMG_APROBACION_NH,yes,016,CC_US_ES_IMG_APROBACION_NH_016.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
