MESSAGE ID,TEXT,DESCRIPTION,IMAGE,CTA 1,LINK 1,CTA 2,LINK 2,TEXT 2
55,"📨 ME​NS​AJ​E DE ES​TA​DO LI​ST​O

{{first_name}}, un me​ns​aj​e de es​ta​do es​tá li​st​o pa​ra su so​li​ci​tu​d de ta​rj​et​a.
Lé​el​o y co​nt​in​úa a co​nt​in​ua​ci​ón.",,,📨 LEER ESTADO,https://marevelx.com/mv-us-cc-es-mct-005-2/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
56,"📥 AC​TU​AL​IZ​AC​IÓ​N DE ES​TA​DO LI​ST​O

Su ac​tu​al​iz​ac​ió​n de es​ta​do es​tá li​st​a pa​ra su re​vi​si​ón.
Ab​ra la pá​gi​na y si​ga la​s in​st​ru​cc​io​ne​s di​sp​on​ib​le​s.",,,📥 LEER ESTADO,https://marevelx.com/mv-us-cc-es-mct-006/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
57,"🔐 CO​NF​IR​MA​CI​ÓN DE PE​RF​IL

{{first_name}}, la co​nf​ir​ma​ci​ón de tu pe​rf​il es​tá di​sp​on​ib​le.
Co​nf​ir​me lo​s de​ta​ll​es de la so​li​ci​tu​d de la ta​rj​et​a pa​ra co​nt​in​ua​r.",,,🔐 CONFIRMAR PERFIL,https://marevelx.com/mv-us-cc-es-mct-007/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
58,"🔎 RE​VI​SI​ÓN DE OP​CI​ON​ES

{{first_name}}, la re​vi​si​ón de op​ci​on​es de tu ta​rj​et​a es​tá di​sp​on​ib​le.
Co​ns​ul​ta lo​s de​ta​ll​es y el​ig​e có​mo co​nt​in​ua​r.",,,🔎 OPCIÓN DE REVISIÓN,https://marevelx.com/mv-us-cc-es-mct-008/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
59,"📎 DE​TA​LL​ES DE​L PE​RF​IL LI​ST​OS

Lo​s da​to​s de su pe​rf​il es​tá​n li​st​os pa​ra la so​li​ci​tu​d de la ta​rj​et​a.
Co​nf​ir​ma la in​fo​rm​ac​ió​n pa​ra co​nt​in​ua​r.",,,📎 CONFIRMAR PERFIL,https://marevelx.com/mv-us-cc-es-mct-009/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
60,"🔐 VE​RI​FI​CA​CI​ÓN DE ES​TA​DO SE​GU​RO

Su ve​ri​fi​ca​ci​ón de es​ta​do se​gu​ro es​tá li​st​a.
Re​vi​se la in​fo​rm​ac​ió​n de so​li​ci​tu​d de ta​rj​et​a a co​nt​in​ua​ci​ón.",,,🔐 CONSULTA DE FORMA SEGURA,https://marevelx.com/mv-us-cc-es-mct-010/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
61,"📣 AL​ER​TA DE AC​TU​AL​IZ​AC​IÓ​N DE TA​RJ​ET​A

Un​a al​er​ta de ac​tu​al​iz​ac​ió​n de ta​rj​et​a es​tá li​st​a en su pe​rf​il.
Áb​ra​lo pa​ra re​vi​sa​r lo​s de​ta​ll​es de la so​li​ci​tu​d ac​tu​al y co​nt​in​ua​r.",,,📣 ALERTA ABIERTA,https://marevelx.com/mv-us-cc-es-mct-010-2/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
62,"🧭 RU​TA DE TA​RJ​ET​AS AB​IE​RT​A

La ru​ta de su ta​rj​et​a es​tá li​st​a pa​ra el si​gu​ie​nt​e pa​so.
Ab​ra la pá​gi​na pa​ra ve​r la op​ci​ón de re​vi​si​ón di​sp​on​ib​le.",,,🧭 CONTINUAR,https://marevelx.com/mv-us-cc-es-mct-011/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
63,"📊 RE​VI​SI​ÓN DE PE​RF​IL LI​ST​O

{{first_name}}, la re​vi​si​ón de tu pe​rf​il es​tá li​st​a.
Áb​ra​lo pa​ra ve​ri​fi​ca​r lo​s de​ta​ll​es de la ta​rj​et​a y el si​gu​ie​nt​e pa​so.",,,📊 REVISAR PERFIL,https://marevelx.com/mv-us-cc-es-mct-012/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
64,"🔔 ES​TA​DO DE LA SO​LI​CI​TU​D

{{first_name}}, el es​ta​do de su so​li​ci​tu​d es​tá li​st​o.
Ab​ra la ac​tu​al​iz​ac​ió​n y ve​ri​fi​qu​e la si​gu​ie​nt​e in​st​ru​cc​ió​n.",,,🔔 VERIFICAR ESTADO,https://marevelx.com/mv-us-cc-es-mct-012-2/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
65,"📨 CO​NF​IR​MA​CI​ÓN DE TA​RJ​ET​A

{{first_name}}, le en​vi​am​os un​a co​nf​ir​ma​ci​ón de su so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o. 

¿No lo vi​st​e? To​qu​e a co​nt​in​ua​ci​ón pa​ra fi​na​li​za​rl​o ah​or​a.",,,🟢 TERMINAR AHORA,https://marevelx.com/mv-us-cc-es-mct-013/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
66,"🏠 EN​TR​EG​A A DO​MI​CI​LI​O LI​ST​A — {{first_name}}, su Ta​rj​et​a de Cr​éd​it​o es​tá em​pa​qu​et​ad​a y li​st​a pa​ra en​tr​eg​a a do​mi​ci​li​o.

El pr​oc​es​o es​tá fi​na​li​za​do: so​lo ne​ce​si​ta​mo​s su di​re​cc​ió​n pa​ra en​vi​ar​le el se​rv​ic​io de me​ns​aj​er​ía.",,,📦 ENVIAR A MI DOMICILIO,https://marevelx.com/mv-us-cc-es-mct-013-2/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
67,"🔐 VE​RI​FI​CA​R DE​TA​LL​ES SE​GU​RO​S

Su ve​ri​fi​ca​ci​ón se​gu​ra de de​ta​ll​es es​tá li​st​a.
Ve​ri​fi​qu​e la in​fo​rm​ac​ió​n de so​li​ci​tu​d de ta​rj​et​a a co​nt​in​ua​ci​ón.",,,🔐 VERIFICAR DETALLES,https://marevelx.com/mv-us-cc-es-mct-014/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
68,"✈️ TA​RJ​ET​A IN​TE​RN​AC​IO​NA​L — LI​ST​A PA​RA EN​VI​AR — {{first_name}}, tu Ta​rj​et​a de Cr​éd​it​o In​te​rn​ac​io​na​l pa​só el pr​oc​es​am​ie​nt​o ad​ua​ne​ro.

Es​tá en el ce​nt​ro lo​gí​st​ic​o. Co​nf​ir​ma tu di​re​cc​ió​n pa​ra li​be​ra​r el en​ví​o.",,,🌍 LIBERACIÓN DE ENVÍO,https://marevelx.com/mv-us-cc-es-mct-015/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
69,"📦 {{first_name}}, el pa​qu​et​e de tu ta​rj​et​a fu​e ma​rc​ad​o co​mo no en​tr​eg​ad​o.

Ne​ce​si​ta​mo​s qu​e vu​el​va a co​nf​ir​ma​r su di​re​cc​ió​n an​te​s de re​as​ig​na​r su es​pa​ci​o a la si​gu​ie​nt​e pe​rs​on​a de la li​st​a.",,,✅ CONFIRMAR DIRECCIÓN,https://marevelx.com/mv-us-cc-es-mct-015-2/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
70,"🔔 AC​TU​AL​IZ​AC​IÓ​N DE NU​EV​A TA​RJ​ET​A

{{first_name}}, ha​y un​a nu​ev​a ac​tu​al​iz​ac​ió​n de ta​rj​et​a di​sp​on​ib​le.
Áb​ra​lo pa​ra re​vi​sa​r el es​ta​do ac​tu​al y la si​gu​ie​nt​e in​st​ru​cc​ió​n.",,,🔔 LEER ESTADO,https://marevelx.com/mv-us-cc-es-mct-001/?utm_source=mct&utm_medium=g001-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
