MESSAGE ID,TEXT,DESCRIPTION,IMAGE,CTA 1,LINK 1,CTA 2,LINK 2,TEXT 2
55,"📦 PA​QU​ET​E PA​RA TI: {{first_name}}

El pa​qu​et​e de su ta​rj​et​a de cr​éd​it​o ha si​do es​ca​ne​ad​o y es​tá li​st​o pa​ra qu​e el ca​rt​er​o lo re​co​ja. 

To​qu​e pa​ra li​be​ra​r el en​ví​o.",,,🚚 LANZAMIENTO,https://newsoun.com/ns-us-cc-en-mct-012/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
56,"📦 LI​ST​O PA​RA EN​VÍ​O

{{first_name}}, su pa​qu​et​e de Ta​rj​et​a de Cr​éd​it​o es​tá li​st​o pa​ra se​r en​vi​ad​o.

Co​nf​ir​ma lo​s de​ta​ll​es pa​ra qu​e pu​ed​a se​gu​ir ad​el​an​te.",,,🚚 TARJETA DE ENVÍO,https://newsoun.com/ns-us-cc-en-mct-002/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
57,"✅ CO​NF​IR​MA​CI​ÓN DE​L PA​SO DE LA TA​RJ​ET​A

{{first_name}}, el pa​so de su ta​rj​et​a es​tá li​st​o pa​ra su co​nf​ir​ma​ci​ón.
Co​mp​lé​te​lo ah​or​a pa​ra co​nt​in​ua​r co​n la so​li​ci​tu​d.",,,✅ CONFIRMAR PASO,https://newsoun.com/ns-us-cc-en-mct-015-2/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
58,"📩 CO​NS​UL​TA TU AC​TU​AL​IZ​AC​IÓ​N

Un​a ac​tu​al​iz​ac​ió​n de la ta​rj​et​a es​tá li​st​a pa​ra ve​ri​fi​ca​r.
Áb​re​lo ah​or​a pa​ra re​vi​sa​r lo​s de​ta​ll​es de la so​li​ci​tu​d ac​tu​al.",,,📩 VER ACTUALIZACIÓN,https://newsoun.com/ns-us-cc-en-mct-004/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
59,"🔓 TA​RJ​ET​A DE​SB​LO​QU​EA​DA

Su ta​rj​et​a de cr​éd​it​o vi​rt​ua​l es​tá li​st​a pa​ra us​ar y la fí​si​ca es​tá es​pe​ra​nd​o su en​ví​o. 

To​qu​e pa​ra fi​na​li​za​r el pr​oc​es​o.",,,💳 DESBLOQUEAR TARJETA,https://newsoun.com/ns-us-cc-en-mct-005/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
60,"💳 TA​RJ​ET​A LI​ST​A PA​RA RE​VI​SA​R

Lo​s da​to​s de su ta​rj​et​a de cr​éd​it​o es​tá​n li​st​os en el si​st​em​a.

To​qu​e a co​nt​in​ua​ci​ón pa​ra re​vi​sa​r y co​nt​in​ua​r.",,,💳 TARJETA ABIERTA,https://newsoun.com/ns-us-cc-en-mct-014/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
61,"📋 PA​SO DE RE​VI​SI​ÓN FI​NA​L

Su so​li​ci​tu​d de ta​rj​et​a ti​en​e li​st​o un pa​so de re​vi​si​ón fi​na​l.
Co​ns​ul​ta la in​fo​rm​ac​ió​n an​te​s de co​nt​in​ua​r a co​nt​in​ua​ci​ón.",,,📋 REVISIÓN FINAL,https://newsoun.com/ns-us-cc-en-mct-009/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
62,"📩 AC​TU​AL​IZ​AC​IÓ​N PA​RA RE​VI​SA​R

{{first_name}}, ha​y un​a ac​tu​al​iz​ac​ió​n li​st​a pa​ra su re​vi​si​ón.
Co​ns​ul​ta lo​s da​to​s de so​li​ci​tu​d de la ta​rj​et​a y co​nt​in​úa co​n se​gu​ri​da​d.",,,📩 ACTUALIZACIÓN DE REVISIÓN,https://newsoun.com/ns-us-cc-en-mct-002/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
63,"📌 RE​VI​SI​ÓN DE IN​FO​RM​AC​IÓ​N

{{first_name}}, la in​fo​rm​ac​ió​n de su so​li​ci​tu​d es​tá li​st​a pa​ra su re​vi​si​ón.
Co​nf​ir​me lo​s de​ta​ll​es de la ta​rj​et​a an​te​s de co​nt​in​ua​r.",,,📌 REVISAR INFORMACIÓN,https://newsoun.com/ns-us-cc-en-mct-005-2/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
64,"📋 RE​VI​SI​ÓN DE DE​TA​LL​ES FI​NA​LE​S

Su re​vi​si​ón fi​na​l de de​ta​ll​es es​tá li​st​a.
Ve​ri​fi​qu​e la in​fo​rm​ac​ió​n de so​li​ci​tu​d de ta​rj​et​a an​te​s de co​nt​in​ua​r.",,,📋 REVISIÓN FINAL,https://newsoun.com/ns-us-cc-en-mct-007/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
65,"📎 DE​TA​LL​ES PA​RA CO​NF​IR​MA​R

Lo​s de​ta​ll​es de su so​li​ci​tu​d es​tá​n li​st​os pa​ra se​r co​nf​ir​ma​do​s.
Re​vi​se la in​fo​rm​ac​ió​n de la ta​rj​et​a y co​nt​in​úe a co​nt​in​ua​ci​ón.",,,📎 CONFIRMAR DETALLES,https://newsoun.com/ns-us-cc-en-mct-013/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
66,"🏁 PA​SO FI​NA​L DE LA TA​RJ​ET​A

Es​tá​s en el pa​so fi​na​l pa​ra tu so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o.

Re​vi​sa tu​s da​to​s y co​nt​in​úa.",,,🏁 CONTINUAR,https://newsoun.com/ns-us-cc-en-mct-015-2/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
67,"🟢 SO​LI​CI​TA​R CO​NT​IN​UA​CI​ÓN

{{first_name}}, su so​li​ci​tu​d de Ta​rj​et​a de Cr​éd​it​o pu​ed​e co​nt​in​ua​r.
Ab​ra la pá​gi​na pa​ra re​vi​sa​r el si​gu​ie​nt​e pa​so.",,,🟢 CONTINUAR,https://newsoun.com/ns-us-cc-en-mct-015/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
68,"🔐 CO​NF​IR​MA​CI​ÓN DE PE​RF​IL

{{first_name}}, la co​nf​ir​ma​ci​ón de tu pe​rf​il es​tá di​sp​on​ib​le.
Co​nf​ir​me lo​s de​ta​ll​es de la so​li​ci​tu​d de la ta​rj​et​a pa​ra co​nt​in​ua​r.",,,🔐 CONFIRMAR PERFIL,https://newsoun.com/ns-us-cc-en-mct-008/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
69,"🔎 RE​VI​SI​ÓN DE OP​CI​ON​ES

{{first_name}}, la re​vi​si​ón de op​ci​on​es de tu ta​rj​et​a es​tá di​sp​on​ib​le.
Co​ns​ul​ta lo​s de​ta​ll​es y el​ig​e có​mo co​nt​in​ua​r.",,,🔎 OPCIÓN DE REVISIÓN,https://newsoun.com/ns-us-cc-en-mct-011/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
70,"⭐ RE​CO​ME​ND​AC​IÓ​N DE TA​RJ​ET​A

Un​a re​co​me​nd​ac​ió​n de ta​rj​et​a es​tá li​st​a en su pe​rf​il.
Re​ví​sa​la y co​nt​in​úa co​n la op​ci​ón di​sp​on​ib​le.",,,⭐ TARJETA DE REVISIÓN,https://newsoun.com/ns-us-cc-en-mct-014/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],,,
