id,name,path,parent_path,mimeType,size,fileExtension,md5Checksum,width,height,durationMillis,createdTime,modifiedTime
1R7nkG_QO5VvtfPkdnqPuSH1eho53sy-Q,CC_US_EN_VID_APROBACION_NV_008.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_008.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,919373,mp4,02e173417cd092b728dfd09a6a10c197,,,,2026-06-14T16:19:33.805Z,2026-06-14T16:19:33.805Z
1oZq_wEKZirP6NhlL2Co3DqlJMcSAgeI6,CC_US_EN_VID_APROBACION_NV_010.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_010.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2846520,mp4,04f4206d05e785c1ed5a0124c49b90d4,,,,2026-06-14T16:20:10.132Z,2026-06-14T16:20:10.132Z
1zX0lXFpFGUJzPF8VgSGrjhEJCEFMaMYu,CC_US_EN_VID_APROBACION_NV_011.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_011.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,466378,mp4,addc18d7f63a5ab00c08e1a4fda784b9,,,,2026-06-14T16:20:13.781Z,2026-06-14T16:20:13.781Z
1iM87ZKqldPnu0gPZud1bCOLuooGU21OL,CC_US_EN_VID_APROBACION_NV_013.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_013.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,777716,mp4,5bb06f8c50770f3635bd166a6f6e698d,,,,2026-06-14T16:23:57.443Z,2026-06-14T16:23:57.443Z
1g-g84hkX_hOZzQhM3JWNNK8EfZNYAAZs,CC_US_EN_VID_APROBACION_NV_015.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_015.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,620160,mp4,ba5446f44153b4673f9bbb4290d6a97c,,,,2026-06-14T16:24:04.588Z,2026-06-14T16:24:04.588Z
1dXWoYggBbhfV4kgZOm2bikbh2ez0HZkY,CC_US_EN_VID_APROBACION_NV_016.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_016.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,550185,mp4,28ae8be30943f7139b7f369d7a72d4e2,,,,2026-06-14T16:24:08.495Z,2026-06-14T16:24:08.495Z
1jAC9-HNprRgUSVPZTQnxyexBHHWKND5O,CC_US_EN_VID_APROBACION_NV_017.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_017.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,746063,mp4,9fe722140fc226153c4cfad4e548c62d,,,,2026-06-14T16:24:12.802Z,2026-06-14T16:24:12.802Z
1hNRlwX3XT201uUDSKEj2L0d2EOColrc7,CC_US_EN_VID_APROBACION_NV_018.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_018.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,622154,mp4,07df9fc339c018556b4a9934df1764e3,,,,2026-06-14T16:24:16.221Z,2026-06-14T16:24:16.221Z
1oQlyHtSX1k99D5n9Rs0-eJ4N30fZSxY1,CC_US_EN_VID_APROBACION_NV_019.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_019.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,663203,mp4,9415ae846601459fd1e0281b3e216825,,,,2026-06-14T16:24:19.955Z,2026-06-14T16:24:19.955Z
1BI_MRZa9NI7VHozdmwxJp3MqGHnkbHyT,CC_US_EN_VID_APROBACION_NV_020.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_020.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,1152723,mp4,8e6013ebe02a7f1009fdf4596c851619,,,,2026-06-14T16:24:23.989Z,2026-06-14T16:24:23.989Z
1a6xCVGop_2GF35dmfJw0WzeD8LfyERqv,CC_US_EN_VID_APROBACION_NV_021.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_021.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,786681,mp4,d9f10649873d8c1266341e912de5ee18,,,,2026-06-14T16:24:27.875Z,2026-06-14T16:24:27.875Z
1Qf4GRAhbHXM9n6mu6PFo7gbM_OFNzTDM,CC_US_EN_VID_APROBACION_NV_022.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_022.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,689617,mp4,8ab2ab8ca746f3471a017015b2338ba1,,,,2026-06-14T16:24:31.902Z,2026-06-14T16:24:31.902Z
1zQMp-3HiTXGjv7K0yeZrDFt75zJ4Vh0X,CC_US_EN_VID_APROBACION_NV_023.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_023.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,653607,mp4,7dfef854ac7c73c31916fb08f3db511a,,,,2026-06-14T16:24:35.950Z,2026-06-14T16:24:35.950Z
1r6N9zCu2Exm3pJE0wfiDlXCVyrs-Sghs,CC_US_EN_VID_APROBACION_NV_024.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_024.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,688115,mp4,8e735722717b560d5cb37c1779ae135e,,,,2026-06-14T16:24:39.647Z,2026-06-14T16:24:39.647Z
1wsXoiOcdF4tk467wL0U5Z1vKCf1WT6TU,CC_US_EN_VID_APROBACION_NV_025.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_025.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,779581,mp4,44cff432fff0e4d21eaada3a7967306f,,,,2026-06-14T16:24:43.231Z,2026-06-14T16:24:43.231Z
1l71aDml8Lbws6XPV9HXtUXlxaYZIOSN9,CC_US_EN_VID_APROBACION_NV_026.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_026.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,807437,mp4,16718306ece7ec72f59c79e89965aacd,,,,2026-06-14T16:24:46.816Z,2026-06-14T16:24:46.816Z
12WWIG2kUAQiTw7Ki4rBJWfKuYqX9Av06,CC_US_EN_VID_APROBACION_NV_027.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_027.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2847655,mp4,04bb72f7e0164b10e1209528d3b017bd,,,,2026-06-14T16:24:50.573Z,2026-06-14T16:24:50.573Z
1aJ8thYpa96TSzRTJC52R7WQsXRk5U3O7,CC_US_EN_VID_APROBACION_NV_028.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_028.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,757087,mp4,169be167f0816afb6cc72c285ca090f7,,,,2026-06-14T16:24:54.560Z,2026-06-14T16:24:54.560Z
1QN67abUMzOGCIDFpFsdX7Ge_3kRaYiqH,CC_US_EN_VID_APROBACION_NV_030.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_030.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,759251,mp4,67877acfa54f9b4494afc8d9aba3ae38,,,,2026-06-14T16:25:01.990Z,2026-06-14T16:25:01.990Z
1WGe77pSoFuuY8jZ3aw3vb-L5GpnryMMq,CC_US_EN_VID_APROBACION_NV_031.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_031.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,1514588,mp4,0a74df896f3e670c6bef7824996478a5,,,,2026-06-14T16:25:05.751Z,2026-06-14T16:25:05.751Z
1Bf-V6rspNY4Z6C4TohrP9tGwg2wMrAg4,CC_US_EN_VID_APROBACION_NV_032.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_032.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,1723756,mp4,e9f300c71026a32e14d9c3a7b5384cb7,,,,2026-06-14T16:25:09.725Z,2026-06-14T16:25:09.725Z
1HRBsNkcmAmZKyHclrwyq_Lq6OWWF4pHm,CC_US_EN_VID_APROBACION_NV_033.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_033.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,1723945,mp4,67d17aafc6d6f1f6c7faec6dc4acc4a7,,,,2026-06-14T16:25:13.642Z,2026-06-14T16:25:13.642Z
13Kr2kANrwyrvgZefMJCL281ze3kgduaH,CC_US_EN_VID_APROBACION_NV_034.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_034.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,916384,mp4,2e08d9f74bb6a149275bdb3fe3d4b6e2,,,,2026-06-14T16:25:17.570Z,2026-06-14T16:25:17.570Z
1EUzmn1Lgn1Rxyx4L5hj-3KZZuEX4dL13,CC_US_EN_VID_APROBACION_NV_035.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_035.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,1208139,mp4,0329464da2cc486c9fe193d4fa9d3e7b,,,,2026-06-14T16:25:21.303Z,2026-06-14T16:25:21.303Z
1O9heSlkUjqklyPJlamsSxW9G-d7VeMSj,CC_US_EN_VID_APROBACION_NV_036.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_036.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,703845,mp4,45064f5022910c51c595c4128e520126,,,,2026-06-14T16:25:24.801Z,2026-06-14T16:25:24.801Z
17_R-C276FyrS3OA-n0TzSU0RmhjSxDZh,CC_US_EN_VID_APROBACION_NV_037.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_037.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,567048,mp4,f2d54147ab9ed76d44642e7da1dc6002,,,,2026-06-14T16:25:28.766Z,2026-06-14T16:25:28.766Z
16KKIqP0ar8Vvqqby8mOmzudEC5GRMAi1,CC_US_EN_VID_APROBACION_NV_038.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_038.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,579089,mp4,2df7bb7da6c1a68b48e7ece4c0017aa4,,,,2026-06-14T16:25:32.409Z,2026-06-14T16:25:32.409Z
1HnE-LsuJy94ewPkzW3sIqUmJszgQXECj,CC_US_EN_VID_APROBACION_NV_039.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_039.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,613597,mp4,81c3ce13dd96a41c806544557a28517b,,,,2026-06-14T16:25:36.043Z,2026-06-14T16:25:36.043Z
1Lo7ckjfQ98swRlqqef25jhLcaA5IXlD8,CC_US_EN_VID_APROBACION_NV_040.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_040.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,608130,mp4,1a3362123ffd380db852e2dd944667a4,,,,2026-06-14T16:25:40.010Z,2026-06-14T16:25:40.010Z
1cr5KzatUghsCyVxC4k3VJNPZt_Xg890Y,CC_US_EN_VID_APROBACION_NV_042.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_042.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,627427,mp4,3312bed53e4086d3b26c4a4392fb8218,,,,2026-06-14T16:25:47.671Z,2026-06-14T16:25:47.671Z
13KLzASpwJn68mBtzC1XLgCsxlMYj8-bk,CC_US_EN_VID_APROBACION_NV_043.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_043.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,294708,mp4,56e937cc83f6a34a6be644189c887280,,,,2026-06-14T16:25:51.241Z,2026-06-14T16:25:51.241Z
1mFshNdgyFqxamTa0ZQdfi7LvT6nEVa1-,CC_US_EN_VID_APROBACION_NV_044.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_044.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2340242,mp4,26b21723047ba4cb629f9e179bfc0870,,,,2026-06-14T16:25:55.292Z,2026-06-14T16:25:55.292Z
1fF9iuWmIMYKGA9B172YTns8a8AhJDQow,CC_US_EN_VID_APROBACION_NV_045.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_045.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2200039,mp4,2ebfaf7ae3aac9aaff71d3e7ce04d6fb,,,,2026-06-14T16:25:59.327Z,2026-06-14T16:25:59.327Z
1ILH4b4JCJd6w9EgRi6aRUOtsNITnkE7y,CC_US_EN_VID_APROBACION_NV_046.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_046.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2088621,mp4,d456a3c3d7d3d9acbf05872f6be11b8d,,,,2026-06-14T16:26:03.342Z,2026-06-14T16:26:03.342Z
1SwmAY2xUQnmCJZbVOYYN116qly6YY_5x,CC_US_EN_VID_APROBACION_NV_047.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_047.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,337075,mp4,505049438030b98cb515abc223814a62,,,,2026-06-14T16:26:06.639Z,2026-06-14T16:26:06.639Z
1xAdi5-cKuJ3sADBu7t4KkE8KaeOmRe36,CC_US_EN_VID_APROBACION_NV_048.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_048.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,362034,mp4,30d1c7ba8a455bcedac02e276d754352,1080,1920,15266,2026-06-14T16:26:10.249Z,2026-06-14T16:26:10.249Z
1I3uL7IUmV3vyo5jjEPfJWZqKescSTNKG,CC_US_EN_VID_APROBACION_NV_049.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_049.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,725848,mp4,de62a26355cdca49051f8f5b38cc5f9d,,,,2026-06-14T16:26:14.273Z,2026-06-14T16:26:14.273Z
1XcH5mSNILlckyOnLCWcbUVclnPp-iNvx,CC_US_EN_VID_APROBACION_NV_050.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_050.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,435116,mp4,379b5aca95f748a737acbd33ed47f043,,,,2026-06-14T16:26:18.107Z,2026-06-14T16:26:18.107Z
1ZQHeoR7N6oKFjyrnc2XWMvXBPRZKPpye,CC_US_EN_VID_APROBACION_NV_051.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_051.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2398609,mp4,97ee2771343c5bad5cffdea2c4cc99fb,,,,2026-06-14T16:26:21.976Z,2026-06-14T16:26:21.976Z
1D5HHrF0m-00p9KQaAXOeUxgdlKxdO7e7,CC_US_EN_VID_APROBACION_NV_052.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_052.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,1056395,mp4,0ac05bed4d512766aab0c3a4a371d323,,,,2026-06-14T16:26:26.085Z,2026-06-14T16:26:26.085Z
1BnfxE4RVkohpJkJANIC-bM6PO2QnW7fK,CC_US_EN_VID_APROBACION_NV_053.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_053.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,512154,mp4,a0473497793337a90f9dea58775dea33,,,,2026-06-14T16:26:29.690Z,2026-06-14T16:26:29.690Z
1Vj6Ppmc3P6vXa8HUx-Ar7whQwnblJiHW,CC_US_EN_VID_APROBACION_NV_054.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_054.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,727277,mp4,e9003767b6fe4a350e0bfc2b8a20c050,,,,2026-06-14T16:26:33.522Z,2026-06-14T16:26:33.522Z
1GfMdvAanKw4iBGgjHrXyOcqykHH3IDaD,CC_US_EN_VID_APROBACION_NV_055.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_055.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,464508,mp4,3fde8e3097f9567f4679c2fbf24e03cc,,,,2026-06-14T16:26:37.067Z,2026-06-14T16:26:37.067Z
187-40zuQUxU57dgQmzU9xNopxmuMs9Sw,CC_US_EN_VID_APROBACION_NV_056.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_056.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,524217,mp4,090cd08315810a667fbfee125bf49866,,,,2026-06-14T16:26:40.579Z,2026-06-14T16:26:40.579Z
1MfIIaQaQF5Y-8_26MIH5uu2XXknyEPf6,CC_US_EN_VID_APROBACION_NV_057.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_057.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,453309,mp4,933cc876fd72644291a7269729fd338e,,,,2026-06-14T16:26:44.325Z,2026-06-14T16:26:44.325Z
1udh7aRiLXo67tYEF7vywbMsKJlMngVUf,CC_US_EN_VID_APROBACION_NV_058.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_058.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,525565,mp4,b579efddbb7f622ed55dbc9bd8413482,,,,2026-06-14T16:26:47.859Z,2026-06-14T16:26:47.859Z
1EG3CxImWktBYtUwlbTv_Yv6Ejd5ygRso,CC_US_EN_VID_APROBACION_NV_059.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_059.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,3073330,mp4,13b6c8511c87c28627ef6ae03aae3aae,,,,2026-06-14T16:26:51.792Z,2026-06-14T16:26:51.792Z
1U5eSin0FfPkBLxC7dY1v6ndEcGpfYOiV,CC_US_EN_VID_APROBACION_NV_060.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_060.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2376785,mp4,997c7fdc9e3e2184b005837c8740e7cc,,,,2026-06-14T16:26:55.823Z,2026-06-14T16:26:55.823Z
1wNmq-rn9SJRgLfEXg5JGGcodemVCorik,CC_US_EN_VID_APROBACION_NV_061.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_061.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2266871,mp4,3f93ff9a817169964e59caceba577f25,,,,2026-06-14T16:26:59.614Z,2026-06-14T16:26:59.614Z
1GHuT-waMUVcl15_S_SXzJZgU1GuDK8uW,CC_US_EN_VID_APROBACION_NV_062.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_062.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2361259,mp4,7bcc60de5c89c9b873a3157d95437352,,,,2026-06-14T16:27:03.493Z,2026-06-14T16:27:03.493Z
1SwHHMwOApF6BDeuSfhifEkJWWrkK5j2q,CC_US_EN_VID_APROBACION_NV_063.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_063.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2086410,mp4,3ccb1725dcfe4c32da2ad6ea4f204dcb,,,,2026-06-14T16:27:07.395Z,2026-06-14T16:27:07.395Z
1VQMitndjfHJ5oZJj4NfM449qZwmect-J,CC_US_EN_VID_APROBACION_NV_064.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_064.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,2060183,mp4,2e03e6fb811765a7de1f410811a6719d,,,,2026-06-14T16:27:11.301Z,2026-06-14T16:27:11.301Z
1eVAut9wjKPIeP5kisQ9nDEk2JNxJD-jZ,CC_US_EN_VID_APROBACION_NV_065.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_065.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,1317117,mp4,1e189e8c331e70310142e59d913a1a95,,,,2026-06-14T16:27:15.225Z,2026-06-14T16:27:15.225Z
14YUEU1fW8vR5CvtRs51F7YyCmqBPgJVb,CC_US_EN_VID_APROBACION_NV_066.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_066.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,1471865,mp4,e51b74e1b6db2045b42ba58bfafec086,,,,2026-06-14T16:27:19.058Z,2026-06-14T16:27:19.058Z
1SwcKjzgzScowPPy0tIb9ssyhKYacGtDs,CC_US_EN_VID_APROBACION_NV_068.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_068.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,1608610,mp4,5d9d876a0d9b8f8d37fdd9e4eca98362,,,,2026-06-14T16:27:26.719Z,2026-06-14T16:27:26.719Z
1hZo0QLry9GCSnl68Nwh4iPqLEJPXT38G,CC_US_EN_VID_APROBACION_NV_069.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE/CC_US_EN_VID_APROBACION_NV_069.mp4,MGS-CRIATIVOS/CC_US_EN/VID/STORY/EN/01_READY_CANDIDATE,video/mp4,1437685,mp4,1f6113eb6d8fbe96450a50facec6237c,,,,2026-06-14T16:27:30.431Z,2026-06-14T16:27:30.431Z
