drive_id,original_filename,relative_path,source_top_folder,format,language_guess,placement_fit,product_type,canonical_filename
1MpMV74AmV8oaVH1mvxRBI2b9EJinT_wH,3_72 US_SHEIN_EN_06-09  - CAIXA DE FERRAMENTAS (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_TOOLBOX_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,TOOLBOX,SHEIN_US_EN_VID_FREE_TOOLBOX_PV_003.mp4
1mqVU-1W5oTsFKTHhni_rCsZnr9etn4Cw,6_71 US_SHEIN_EN_06-09  - CAIXA DE FERRAMENTAS (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_TOOLBOX_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,TOOLBOX,SHEIN_US_EN_VID_FREE_TOOLBOX_PV_004.mp4
1KRyeS2imUlj3ulV3EYeXM6AgAQ_sd2lJ,8_73 US_SHEIN_EN_06-09  - CAIXA DE FERRAMENTAS (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_TOOLBOX_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,TOOLBOX,SHEIN_US_EN_VID_FREE_TOOLBOX_PV_005.mp4
1fh__Gcy5HnC8886nwru-aspvF5kQRUb3,10_69 US_SHEIN_EN_06-09  - CAIXA DE FERRAMENTAS (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_TOOLBOX_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,TOOLBOX,SHEIN_US_EN_VID_FREE_TOOLBOX_PV_006.mp4
1WKKgfPiGW3tp1tU0fqJ-3IY84nol43iV,11_74 US_SHEIN_EN_06-09  - CAIXA DE FERRAMENTAS (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_TOOLBOX_PV_007.mp4,SHEIN_US_EN,VID,EN,STORY,TOOLBOX,SHEIN_US_EN_VID_FREE_TOOLBOX_PV_007.mp4
1nDKfxNEdnKepj5VfyGy6EG6mitHte0F7,1_91 US_SHEIN_EN_06-09  - PRODUTOS SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_011.mp4,SHEIN_US_EN,VID,EN,STORY,SHEIN_PRODUCTS,SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_011.mp4
1LEDIK2b5vk0S01vF-5L_ksD0GdGbmzrn,2_93 US_SHEIN_EN_06-09  - PRODUTOS SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_012.mp4,SHEIN_US_EN,VID,EN,STORY,SHEIN_PRODUCTS,SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_012.mp4
1mvUmGjcyqfiyz0ov5Y4VaR0cWIMoAbNn,4_90 US_SHEIN_EN_06-09  - PRODUTOS SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_013.mp4,SHEIN_US_EN,VID,EN,STORY,SHEIN_PRODUCTS,SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_013.mp4
1BtwWZqveNo7OfhCqZqz4iAgY_W7tMb8A,6_92 US_SHEIN_EN_06-09  - PRODUTOS SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_014.mp4,SHEIN_US_EN,VID,EN,STORY,SHEIN_PRODUCTS,SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_014.mp4
135Sz9QF92GuWX_xuU_CmEu4DRO7EV7VN,7_88 US_SHEIN_EN_06-09  - PRODUTOS SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_015.mp4,SHEIN_US_EN,VID,EN,STORY,SHEIN_PRODUCTS,SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_015.mp4
1rJR17jLekquvqD2lqCoAQrzPcVuQ93vG,10_89 US_SHEIN_EN_06-09  - PRODUTOS SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_016.mp4,SHEIN_US_EN,VID,EN,STORY,SHEIN_PRODUCTS,SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_016.mp4
1MdqR4fYNR_VuP4Sh1KlQL5kkFiXTVzCR,11_87 US_SHEIN_EN_06-09  - PRODUTOS SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_017.mp4,SHEIN_US_EN,VID,EN,STORY,SHEIN_PRODUCTS,SHEIN_US_EN_VID_SHEIN_FOR_FREE_PV_017.mp4
1eGRTHdDcitLXNvJTWJlaXNlgFH8YD-Ds,1_95 US_SHEIN_EN_09-09  - LIVRO DE COLORIR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,COLORING_BOOK,SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_001.mp4
1kWB14urNTQ5t1TksB5iMnx8uzNpnqjwS,1_112 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SURPRISE_GIFT_NV_001.mp4,SHEIN_US_EN,VID,EN,STORY,SURPRISE_GIFT,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_001.mp4
1_KUtHZbtpZo5IDwREKsOBRwyO0QRvoZ2,2_105 US_SHEIN_EN_09-09  - FONE DE  OUVIDO(INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_EARPHONES_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,EARPHONES,SHEIN_US_EN_VID_FREE_EARPHONES_PV_001.mp4
1sgYfKAaGGPzKVqwpLdXVahzV2dSpb_0V,2_120 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SURPRISE_GIFT_NV_002.mp4,SHEIN_US_EN,VID,EN,STORY,SURPRISE_GIFT,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_002.mp4
1kpDPrIQpp4JQLP02p0eXllrRXRFQhik8,3_106 US_SHEIN_EN_09-09  - FONE DE  OUVIDO(INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_EARPHONES_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,EARPHONES,SHEIN_US_EN_VID_FREE_EARPHONES_PV_002.mp4
1i37VFxRi8TmCGemjSIMGO06QsXtv5hP1,3_113 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SURPRISE_GIFT_NV_003.mp4,SHEIN_US_EN,VID,EN,STORY,SURPRISE_GIFT,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_003.mp4
1GoX59Q39H52cNBqeqcy6fRVmJ6GzBjW5,4_96 US_SHEIN_EN_09-09  - LIVRO DE COLORIR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,COLORING_BOOK,SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_002.mp4
1n13hnZz7CBenlPUiR6keWcHve-3e9ARO,4_125 US_SHEIN_EN_09-09  - BRINQUEDO MAGNETICO (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,MAGNETIC_TILES,SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_001.mp4
1iUjZ49seNwT7AIvhor6YjBaNM5AMD4qf,5_99 US_SHEIN_EN_09-09  - VENTILADOR PORTATIL  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MINI_FAN_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,MINI_FAN,SHEIN_US_EN_VID_FREE_MINI_FAN_PV_001.mp4
19lky1Cr_dJLNsFy_uP5xw1vgpZ-_gkHZ,5_118 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SURPRISE_GIFT_NV_004.mp4,SHEIN_US_EN,VID,EN,STORY,SURPRISE_GIFT,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_004.mp4
1biijjSM2vRR4c8TkR3CAMOu6zFB26d_0,6_101 US_SHEIN_EN_09-09  - VENTILADOR PORTATIL  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MINI_FAN_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,MINI_FAN,SHEIN_US_EN_VID_FREE_MINI_FAN_PV_002.mp4
1WgdHaO3dStbSiIkkdtkP6k4ZxfQZW_6B,6_111 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SURPRISE_GIFT_NV_005.mp4,SHEIN_US_EN,VID,EN,STORY,SURPRISE_GIFT,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_005.mp4
1duNXyb8RbHl3XlHzEcqsuvi8ld-bVMSd,7_108 US_SHEIN_EN_09-09  - FONE DE  OUVIDO(INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_EARPHONES_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,EARPHONES,SHEIN_US_EN_VID_FREE_EARPHONES_PV_003.mp4
17Rqj7oXTZf_B5CYHhwW_eqFFAAs_oGnw,7_119 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SURPRISE_GIFT_NV_006.mp4,SHEIN_US_EN,VID,EN,STORY,SURPRISE_GIFT,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_006.mp4
1XrposW6es4ryt4zz6ZeY8gsOC4txbx6r,8_97 US_SHEIN_EN_09-09  - LIVRO DE COLORIR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,COLORING_BOOK,SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_003.mp4
1EdjXJASJ_ROmYzBwzaKGUpQ466KVforT,8_110 US_SHEIN_EN_09-09  - FONE DE  OUVIDO(INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_EARPHONES_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,EARPHONES,SHEIN_US_EN_VID_FREE_EARPHONES_PV_004.mp4
1QH3vGETc2yv7mO_T6XVgW7h0e7zUMM9Q,9_104 US_SHEIN_EN_09-09  - FONE DE  OUVIDO(INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_EARPHONES_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,EARPHONES,SHEIN_US_EN_VID_FREE_EARPHONES_PV_005.mp4
1YO-pSnqaUvr_ohryLnAbKNvmw53X9s1x,9_122 US_SHEIN_EN_09-09  - BRINQUEDO MAGNETICO (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,MAGNETIC_TILES,SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_002.mp4
18iPcPzGOEmrKfH2YpsWNKepzoYq_C7r5,10_94 US_SHEIN_EN_09-09  - LIVRO DE COLORIR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,COLORING_BOOK,SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_004.mp4
1YOOd1Z521f-E6250HhWEWUVnqMvMeC48,10_123 US_SHEIN_EN_09-09  - BRINQUEDO MAGNETICO (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,MAGNETIC_TILES,SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_003.mp4
1f7vGoZU16Ac6s27XCJh2oRIZYIX3adLV,11_ 103 US_SHEIN_EN_09-09  - FONE DE  OUVIDO(INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_EARPHONES_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,EARPHONES,SHEIN_US_EN_VID_FREE_EARPHONES_PV_006.mp4
1dbMfFdBbbHqNNyg0YaMcesxjD0wRgzmx,11_109 US_SHEIN_EN_09-09  - FONE DE  OUVIDO(INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_EARPHONES_PV_007.mp4,SHEIN_US_EN,VID,EN,STORY,EARPHONES,SHEIN_US_EN_VID_FREE_EARPHONES_PV_007.mp4
1wetuin0gzUZTKZi7FJ4cn1VxznkzIw5P,12_100 US_SHEIN_EN_09-09  - VENTILADOR PORTATIL  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MINI_FAN_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,MINI_FAN,SHEIN_US_EN_VID_FREE_MINI_FAN_PV_003.mp4
1bE6rTisAp9BUsHWZAdRkMpqzWiFGfNaY,12_114 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SURPRISE_GIFT_NV_007.mp4,SHEIN_US_EN,VID,EN,STORY,SURPRISE_GIFT,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_007.mp4
17APRP3qBk5NJfO36gM33Bfj3s7HPGSf9,13_98 US_SHEIN_EN_09-09  - LIVRO DE COLORIR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,COLORING_BOOK,SHEIN_US_EN_VID_FREE_COLORING_BOOK_PV_005.mp4
1RZHWIyyfgvHZKTeir4bi45hS1EG6no-f,13_124 US_SHEIN_EN_09-09  - BRINQUEDO MAGNETICO (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,MAGNETIC_TILES,SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_004.mp4
15FpdWsYbkH9NOVD1_WXmElQ0mlo9eX0m,14_107 US_SHEIN_EN_09-09  - FONE DE  OUVIDO(INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_EARPHONES_PV_008.mp4,SHEIN_US_EN,VID,EN,STORY,EARPHONES,SHEIN_US_EN_VID_FREE_EARPHONES_PV_008.mp4
1VYnQBCI50_b6DrJ0EORz_d8bnmgEZj-K,14_126 US_SHEIN_EN_09-09  - BRINQUEDO MAGNETICO (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,MAGNETIC_TILES,SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_005.mp4
1NDxxQWmMm8mZeRsV6iunRLujXYBIyMVT,15_102 US_SHEIN_EN_09-09  - VENTILADOR PORTATIL  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MINI_FAN_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,MINI_FAN,SHEIN_US_EN_VID_FREE_MINI_FAN_PV_004.mp4
1juKCH7zIOtWjEPev1OcWeQrVL7nt9oCY,15_116 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SURPRISE_GIFT_NV_008.mp4,SHEIN_US_EN,VID,EN,STORY,SURPRISE_GIFT,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_008.mp4
186o-eumazZuwyeGHx8AR311w2TyLleDG,16_115 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SURPRISE_GIFT_NV_009.mp4,SHEIN_US_EN,VID,EN,STORY,SURPRISE_GIFT,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_009.mp4
1oWqmiVT9oUzMP1rrGPefAQYaethrC95q,17_117 US_SHEIN_EN_09-09  - BRINDE SHEIN (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_SURPRISE_GIFT_NV_010.mp4,SHEIN_US_EN,VID,EN,STORY,SURPRISE_GIFT,SHEIN_US_EN_VID_SURPRISE_GIFT_NV_010.mp4
1_f44qOgL41Yg9TB8bRid5UPHJpfCROlg,18_121 US_SHEIN_EN_09-09  - BRINQUEDO MAGNETICO (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,MAGNETIC_TILES,SHEIN_US_EN_VID_FREE_MAGNETIC_TILES_PV_006.mp4
1HMcbSfOhOYjAp0HNEZ8AEQ4cQqUZxx4C,1_134 US_SHEIN_EN_10-09  -MAQUINA DE CORTAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,HAIR_CLIPPERS,SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_001.mp4
17WfOffe114I2KBHHttHFPc68-RWjGOZ7,1_150 US_SHEIN_EN_10-09  - MASCARA LED  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,LED_FACE_MASK,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_001.mp4
1CgLNrHv1qzE-ZbTyQpYlofj_6MCFMXEB,2_132 US_SHEIN_EN_10-09  - MALETA MAQUIAGEM (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,MAKEUP_BAG,SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_001.mp4
1P9bZG9sIvGiQ81vCB9UsT1Ku5N682P-W,2_146 US_SHEIN_EN_10-09  - MASCARA LED  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,LED_FACE_MASK,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_002.mp4
1AQVqHBpruJZmtmwi_EtQhJty-qw3X3Ni,3_128 US_SHEIN_EN_10-09  - MALETA MAQUIAGEM (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,MAKEUP_BAG,SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_002.mp4
1cEOCe8Uq-vxvYMRc2ovdgtSlRLMK1ob_,3_148 US_SHEIN_EN_10-09  - MASCARA LED  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,LED_FACE_MASK,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_003.mp4
1t9E_BN8ymuDlvAzHnh5Et8_BRTjPn-Zp,4_136 US_SHEIN_EN_10-09  -MAQUINA DE CORTAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,HAIR_CLIPPERS,SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_002.mp4
1eqbqWKzonaMPhw61ZcDiXPEsPZymL4sm,4_149 US_SHEIN_EN_10-09  - MASCARA LED  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,LED_FACE_MASK,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_004.mp4
1w17y-XQqPx45080IdTnD4QsNoHfgCQUy,5_140 US_SHEIN_EN_10-09  - MASSAGEADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MASSAGER_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,MASSAGER,SHEIN_US_EN_VID_FREE_MASSAGER_PV_001.mp4
1iHS8iCpeDO6TfAA1dK_tQHppZ3IjfLtR,5_145 US_SHEIN_EN_10-09  - MASSAGEADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MASSAGER_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,MASSAGER,SHEIN_US_EN_VID_FREE_MASSAGER_PV_002.mp4
1hhkEA_r38ZRnclytb7_RWcNSxqVmx3Ea,6_137 US_SHEIN_EN_10-09  -MAQUINA DE CORTAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,HAIR_CLIPPERS,SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_003.mp4
1tfAZ3AON40JXWLdrk0vu1yZrgBz2mSoX,6_151 US_SHEIN_EN_10-09  - MASCARA LED  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,LED_FACE_MASK,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_005.mp4
1xtISQ1byQ4N0zuWQ4tzsF-rxaqJWPTkm,7_139 US_SHEIN_EN_10-09  -MAQUINA DE CORTAR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,HAIR_CLIPPERS,SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_004.mp4
1p4wwTXY0C_P-TGz6FNb3lRPUcSLyN5t1,7_152 US_SHEIN_EN_10-09 - MASCARA LED (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,LED_FACE_MASK,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_006.mp4
1gdpOIGhPmyvRcIvtp9BMaOmhaXT-d-E8,8_129 US_SHEIN_EN_10-09  - MALETA MAQUIAGEM (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,MAKEUP_BAG,SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_003.mp4
1F7_Vvpj5iqG-4MHNOSXMQTxHZuP2B0EL,8_147 US_SHEIN_EN_10-09  - MASCARA LED  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_007.mp4,SHEIN_US_EN,VID,EN,STORY,LED_FACE_MASK,SHEIN_US_EN_VID_FREE_LED_FACE_MASK_PV_007.mp4
1AOHUetZJjBar9OgYi5Y7DmCQqT9jjvVV,9_130 US_SHEIN_EN_10-09  - MALETA MAQUIAGEM (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,MAKEUP_BAG,SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_004.mp4
1w33tn0rw9bNYBallEY_yd0foGU0yTeLs,10_131 US_SHEIN_EN_10-09  - MALETA MAQUIAGEM (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,MAKEUP_BAG,SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_005.mp4
